Title	Translated title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	Full Text	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Picture of coconut palms along the Florida coast (page 1)					Written on front: "1"; Printed on picture: "Cocoanut palms along the Florida coast"					1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570003001			79006578 Bytes	4547	5790	1805345763	RGB	8	600	asm04000001570003001.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4577	4577	4578.jp2	/asm0400/image/4578.jp2
Coconut Grove path closed to the public (page 2)					Written on front: "2"					1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570004001			85954174 Bytes	4832	5928	1392885632	RGB	8	600	asm04000001570004001.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4578	4578	4579.jp2	/asm0400/image/4579.jp2
Yearbook of the Housekeepers Club of Coconut Grove, Florida, 1917-1918 (page 3)					Booklet, "Year book of the Housekeepers Club of Coconut Grove, Florida, 1917-1918" pasted on page 3 of the scrapbook					1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570005001			80329858 Bytes	4512	5933	2214813639	RGB	8	600	asm04000001570005001.tif		2013-02-28	2013-02-28	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4579	4579	4580.jp2	/asm0400/image/4580.jp2
Yearbook of the Housekeepers Club of Coconut Grove, Florida, 1917-1918 (front cover)					Booklet, "Year book of the Housekeepers Club of Coconut Grove, Florida, 1917-1918" pasted on page 3 of the scrapbook		Books			1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570005101			27240500 Bytes	2439	3720	118738085	RGB	8	600	asm04000001570005101.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4580	4580	4581.jp2	/asm0400/image/4581.jp2
Yearbook of the Housekeepers Club of Coconut Grove, Florida, 1917-1918 (page 1)					Booklet, "Year book of the Housekeepers Club of Coconut Grove, Florida, 1917-1918" pasted on page 3 of the scrapbook		Books			1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570005102			26237740 Bytes	2380	3672	3685883565	RGB	8	600	asm04000001570005102.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4581	4581	4582.jp2	/asm0400/image/4582.jp2
Yearbook of the Housekeepers Club of Coconut Grove, Florida, 1917-1918 (page 2)					Booklet, "Year book of the Housekeepers Club of Coconut Grove, Florida, 1917-1918" pasted on page 3 of the scrapbook		Books			1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570005103			25813288 Bytes	2334	3684	1210865452	RGB	8	600	asm04000001570005103.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4582	4582	4583.jp2	/asm0400/image/4583.jp2
Yearbook of the Housekeepers Club of Coconut Grove, Florida, 1917-1918 (page 3)					Booklet, "Year book of the Housekeepers Club of Coconut Grove, Florida, 1917-1918" pasted on page 3 of the scrapbook		Books			1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570005104			26040242 Bytes	2362	3672	4243542813	RGB	8	600	asm04000001570005104.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4583	4583	4584.jp2	/asm0400/image/4584.jp2
Yearbook of the Housekeepers Club of Coconut Grove, Florida, 1917-1918 (page 4)					Booklet, "Year book of the Housekeepers Club of Coconut Grove, Florida, 1917-1918" pasted on page 3 of the scrapbook		Books			1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570005105			25581540 Bytes	2328	3660	2598905211	RGB	8	600	asm04000001570005105.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4584	4584	4585.jp2	/asm0400/image/4585.jp2
Yearbook of the Housekeepers Club of Coconut Grove, Florida, 1917-1918 (page 5)					Booklet, "Year book of the Housekeepers Club of Coconut Grove, Florida, 1917-1918" pasted on page 3 of the scrapbook		Books			1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570005106			26387614 Bytes	2374	3702	345039149	RGB	8	600	asm04000001570005106.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4585	4585	4586.jp2	/asm0400/image/4586.jp2
Yearbook of the Housekeepers Club of Coconut Grove, Florida, 1917-1918 (page 6)					Booklet, "Year book of the Housekeepers Club of Coconut Grove, Florida, 1917-1918" pasted on page 3 of the scrapbook		Books			1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570005107			26109968 Bytes	2334	3726	2260993681	RGB	8	600	asm04000001570005107.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4586	4586	4587.jp2	/asm0400/image/4587.jp2
Yearbook of the Housekeepers Club of Coconut Grove, Florida, 1917-1918 (page 7)					Booklet, "Year book of the Housekeepers Club of Coconut Grove, Florida, 1917-1918" pasted on page 3 of the scrapbook		Books			1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570005108			25627484 Bytes	2302	3708	4229970275	RGB	8	600	asm04000001570005108.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4587	4587	4588.jp2	/asm0400/image/4588.jp2
Yearbook of the Housekeepers Club of Coconut Grove, Florida, 1917-1918 (page 8)					Booklet, "Year book of the Housekeepers Club of Coconut Grove, Florida, 1917-1918" pasted on page 3 of the scrapbook		Books			1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570005109			26545314 Bytes	2403	3679	1258238931	RGB	8	600	asm04000001570005109.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4588	4588	4589.jp2	/asm0400/image/4589.jp2
Yearbook of the Housekeepers Club of Coconut Grove, Florida, 1917-1918 (page 9)					Booklet, "Year book of the Housekeepers Club of Coconut Grove, Florida, 1917-1918" pasted on page 3 of the scrapbook		Books			1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570005110			25581056 Bytes	2322	3669	2251656940	RGB	8	600	asm04000001570005110.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4589	4589	4590.jp2	/asm0400/image/4590.jp2
Yearbook of the Housekeepers Club of Coconut Grove, Florida, 1917-1918 (page 10)					Booklet, "Year book of the Housekeepers Club of Coconut Grove, Florida, 1917-1918" pasted on page 3 of the scrapbook		Books			1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570005111			25735800 Bytes	2351	3646	3426591069	RGB	8	600	asm04000001570005111.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4590	4590	4591.jp2	/asm0400/image/4591.jp2
Yearbook of the Housekeepers Club of Coconut Grove, Florida, 1917-1918 (page 11)					Booklet, "Year book of the Housekeepers Club of Coconut Grove, Florida, 1917-1918" pasted on page 3 of the scrapbook		Books			1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570005112			26145996 Bytes	2356	3696	3384084689	RGB	8	600	asm04000001570005112.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4591	4591	4592.jp2	/asm0400/image/4592.jp2
Yearbook of the Housekeepers Club of Coconut Grove, Florida, 1917-1918 (page 12)					Booklet, "Year book of the Housekeepers Club of Coconut Grove, Florida, 1917-1918" pasted on page 3 of the scrapbook		Books			1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570005113			25406550 Bytes	2308	3666	292428557	RGB	8	600	asm04000001570005113.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4592	4592	4593.jp2	/asm0400/image/4593.jp2
Yearbook of the Housekeepers Club of Coconut Grove, Florida, 1917-1918 (page 13)					Booklet, "Year book of the Housekeepers Club of Coconut Grove, Florida, 1917-1918" pasted on page 3 of the scrapbook		Books			1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570005114			26178840 Bytes	2364	3688	1696123950	RGB	8	600	asm04000001570005114.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4593	4593	4594.jp2	/asm0400/image/4594.jp2
Yearbook of the Housekeepers Club of Coconut Grove, Florida, 1917-1918 (page 14)					Booklet, "Year book of the Housekeepers Club of Coconut Grove, Florida, 1917-1918" pasted on page 3 of the scrapbook		Books			1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570005115			25606758 Bytes	2334	3654	2573945976	RGB	8	600	asm04000001570005115.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4594	4594	4595.jp2	/asm0400/image/4595.jp2
Yearbook of the Housekeepers Club of Coconut Grove, Florida, 1917-1918 (page 15)					Booklet, "Year book of the Housekeepers Club of Coconut Grove, Florida, 1917-1918" pasted on page 3 of the scrapbook		Books			1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570005116			25086104 Bytes	2286	3655	2767138204	RGB	8	600	asm04000001570005116.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4595	4595	4596.jp2	/asm0400/image/4596.jp2
Extracts from minutes, November 1, 1917 (page 4)		McClure, Kate			Written on front: "Extract from Minutes"; "November 1st 1917"; "4"				1917-11-01	1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570006001			87498918 Bytes	4912	5936	981585442	RGB	8	600	asm04000001570006001.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4596	4596	4597.jp2	/asm0400/image/4597.jp2
Extracts from minutes, November 1, 1917 (page 5)		McClure, Kate			Written on front: "5"				1917-11-01	1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570007001			78813054 Bytes	4528	5800	973175768	RGB	8	600	asm04000001570007001.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4597	4597	4598.jp2	/asm0400/image/4598.jp2
Extracts from minutes, November 1, 1917 (page 6)		McClure, Kate			Written on front: "Kate McClure Sec'y."; "6"; Printed on clipping: "New Club House"				1917-11-01	1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570008001			89083982 Bytes	4928	6024	1423992172	RGB	8	600	asm04000001570008001.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4598	4598	4599.jp2	/asm0400/image/4599.jp2
Housekeepers Club is to meet in old church (page 7)					Written on front: "November 1, 1917"; "7"; Printed on clippings: "Housekeepers' Club is to meet in old church"; "Housekeepers' Club may have new home by middle of July"				1917-11	1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570009001			78594230 Bytes	4528	5784	2685831857	RGB	8	600	asm04000001570009001.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4599	4599	4600.jp2	/asm0400/image/4600.jp2
Extracts from minutes, November 8, 1917 (page 8)		McClure, Kate			Written on front: "Nov. 8th 1917"; "8"				1917-11-08	1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570010001			86485222 Bytes	4888	5896	3101607431	RGB	8	600	asm04000001570010001.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4600	4600	4601.jp2	/asm0400/image/4601.jp2
Civics Department of the Housekeepers Club (page 9)		McClure, Kate			Written on front: "Kate McClure Secretary"; "9"; Printed on clippings: "Civics Department, Housekeepers' Club"				1917-11	1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570011001			80274658 Bytes	4568	5856	4055716013	RGB	8	600	asm04000001570011001.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4601	4601	4602.jp2	/asm0400/image/4602.jp2
Extracts from minutes, November 15, 1917 (page 10)		McClure, Kate			Written on front: "Nov. 15, 1917"; "Kate McClure Secretary"; "10"				1917-11-15	1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570012001			87096264 Bytes	4911	5910	2673266729	RGB	8	600	asm04000001570012001.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4602	4602	4603.jp2	/asm0400/image/4603.jp2
Mrs. S.J. Kent talks about the Canadians (page 11)					Written on front: "11"				1917-11	1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570013001			79906640 Bytes	4541	5864	2624335084	RGB	8	600	asm04000001570013001.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4603	4603	4604.jp2	/asm0400/image/4604.jp2
Extracts from minutes, November 22, 1917 (page 12)		McClure, Kate			Written on front: "Nov. 22, 1917"; "Kate McClure Secretary"; "12"				1917-11-22	1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570014001			88329320 Bytes	4952	5944	278236975	RGB	8	600	asm04000001570014001.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4604	4604	4605.jp2	/asm0400/image/4605.jp2
Tree picture (page 13)					Written on front: "13"				1917-11	1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570015001			79754236 Bytes	4576	5808	3795245170	RGB	8	600	asm04000001570015001.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4605	4605	4606.jp2	/asm0400/image/4606.jp2
Extracts from minutes, November 27, 1917 (page 14)					Written on front: "Nov. 27, 1917"; "Thanksgiving, No Meeting"; "14"				1917-11-27	1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570016001			85866478 Bytes	4840	5912	1731042481	RGB	8	600	asm04000001570016001.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4606	4606	4607.jp2	/asm0400/image/4607.jp2
Presiding Officer (page 15)					Booklet, "The Presiding Officer, a little manual of parliamentary law" pasted on page 15 of the scrapbook; Written on front: "15"				1917	1910-1920			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000157						asm04000001570017001			78978326 Bytes	4544	5792	3405511286	RGB	8	600	asm04000001570017001.tif		2013-02-28	2013-02-28	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4607	4607	4608.jp2	/asm0400/image/4608.jp2
Presiding Officer (front cover)		Cooley, Florence Murphy			Booklet, "The Presiding Officer, a little manual of parliamentary law" pasted on page 15 of the scrapbook; Printed on front: "By Florence Murphy Cooley (Mrs. Roselle C.)"; "Second Edition - Eighth Thousand"		Books		1908	1900-1910			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400						Front cover verso  is missing - not scanned				asm0400000157						asm04000001570017101			15810862 Bytes	1912	2752	377380659	RGB	8	600	asm04000001570017101.tif		2012-11-27	2012-11-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/4608	4608	4609.jp2	/asm0400/image/4609.jp2
