Title	Translated Title	Variation of Title	Uniform Title	IBISWEB Catalog Link	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Call Number	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Upload ID	Digital ID	Type	Date Digital	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Habana.	Havana.																													chc0364000011		chc03640000110030001							199109544 Bytes	11754	5646	1846502560	RGB	8	600	chc03640000110030001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1158	1158	1159.jp2	/chc0364/image/1159.jp2
Page 31																														chc0364000011		chc03640000110031001							125165200 Bytes	7170	5818	1652062285	RGB	8	600	chc03640000110031001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1159	1159	1160.jp2	/chc0364/image/1160.jp2
Page 32																														chc0364000011		chc03640000110032001							121169720 Bytes	7040	5736	919797018	RGB	8	600	chc03640000110032001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1160	1160	1161.jp2	/chc0364/image/1161.jp2
Page 33																														chc0364000011		chc03640000110033001							116327460 Bytes	6768	5728	3000837382	RGB	8	600	chc03640000110033001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1161	1161	1162.jp2	/chc0364/image/1162.jp2
Page 34																														chc0364000011		chc03640000110034001							118845060 Bytes	6944	5704	671880149	RGB	8	600	chc03640000110034001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1162	1162	1163.jp2	/chc0364/image/1163.jp2
Habana: photo-gravures				http://ibisweb.miami.edu/record=b2942155~S11					Havana (Cuba) -- Pictorial works	Viewbooks; Photogravures	Habana: K. C. Handel, [19--]			Havana (Cuba)	CHC Viewbooks Collection 0364 no. 022	1 volume, 34 pages (includes 6 cover pages); 24 x 28 cm	eng; spa	 University of Miami Libraries. Cuban Heritage Collection	Viewbooks Collection	CHC0364		Box No. 2				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc0364000011			Image		image/tiff													2011-10-12	2011-10-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1163	1163	1164.cpd	/chc0364/supp/1163/index.pdf
Page 1																														chc0364000019		chc03640000190001001							32496124 Bytes	3952	2739	1805009427	RGB	8	600	chc03640000190001001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1164	1164	1165.jp2	/chc0364/image/1165.jp2
Page 2																														chc0364000019		chc03640000190002001							33000968 Bytes	3996	2751	1239171116	RGB	8	600	chc03640000190002001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1165	1165	1166.jp2	/chc0364/image/1166.jp2
Page 3																														chc0364000019		chc03640000190003001							19390644 Bytes	3028	2132	1500769652	RGB	8	600	chc03640000190003001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1166	1166	1167.jp2	/chc0364/image/1167.jp2
Trinidad																														chc0364000019		chc03640000190004001							27291356 Bytes	3701	2456	2804533394	RGB	8	600	chc03640000190004001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1167	1167	1168.jp2	/chc0364/image/1168.jp2
Torre Iznaga																														chc0364000019		chc03640000190005001							28034084 Bytes	2482	3762	4247239554	RGB	8	600	chc03640000190005001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1168	1168	1169.jp2	/chc0364/image/1169.jp2
Ceiba de Hernán Cortés								Written on photograph (right side): "Ceiba donde H. Cortes amarró sus naves en 1518 Tdad Cuba"																						chc0364000019		chc03640000190006001							27793056 Bytes	2505	3695	3126748491	RGB	8	600	chc03640000190006001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1169	1169	1170.jp2	/chc0364/image/1170.jp2
Patio Colonial																														chc0364000019		chc03640000190007001							27867444 Bytes	2520	3683	324575756	RGB	8	600	chc03640000190007001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1170	1170	1171.jp2	/chc0364/image/1171.jp2
Cristo de Vera Cruz																														chc0364000019		chc03640000190008001							27643084 Bytes	2463	3738	2568834631	RGB	8	600	chc03640000190008001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1171	1171	1172.jp2	/chc0364/image/1172.jp2
El Calvario																														chc0364000019		chc03640000190009001							27554588 Bytes	3711	2473	1818090294	RGB	8	600	chc03640000190009001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1172	1172	1173.jp2	/chc0364/image/1173.jp2
Parte alta de la ciudad																														chc0364000019		chc03640000190010001							27666104 Bytes	3729	2471	2670493974	RGB	8	600	chc03640000190010001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1173	1173	1174.jp2	/chc0364/image/1174.jp2
Iglesia Santísima Trinidad																														chc0364000019		chc03640000190011001							27779768 Bytes	3657	2530	3872579808	RGB	8	600	chc03640000190011001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1174	1174	1175.jp2	/chc0364/image/1175.jp2
Construcciones antiguas																														chc0364000019		chc03640000190012001							27173828 Bytes	3697	2448	483992218	RGB	8	600	chc03640000190012001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1175	1175	1176.jp2	/chc0364/image/1176.jp2
Calle Cristo																														chc0364000019		chc03640000190013001							28015668 Bytes	3675	2539	2354873607	RGB	8	600	chc03640000190013001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1176	1176	1177.jp2	/chc0364/image/1177.jp2
Lugar donde se dijo la primer misa																														chc0364000019		chc03640000190014001							27480024 Bytes	3713	2465	2023383490	RGB	8	600	chc03640000190014001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1177	1177	1178.jp2	/chc0364/image/1178.jp2
Casa donde se hospedo el Barón Humboldt																														chc0364000019		chc03640000190015001							27650108 Bytes	3653	2521	48885558	RGB	8	600	chc03640000190015001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1178	1178	1179.jp2	/chc0364/image/1179.jp2
Palacio de Brunet																														chc0364000019		chc03640000190016001							27554872 Bytes	3693	2485	2546571758	RGB	8	600	chc03640000190016001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1179	1179	1180.jp2	/chc0364/image/1180.jp2
Palacio Borrell																														chc0364000019		chc03640000190017001							27436200 Bytes	3713	2461	135860811	RGB	8	600	chc03640000190017001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1180	1180	1181.jp2	/chc0364/image/1181.jp2
Ermita La Popa																														chc0364000019		chc03640000190018001							27294676 Bytes	3629	2505	3333696094	RGB	8	600	chc03640000190018001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1181	1181	1182.jp2	/chc0364/image/1182.jp2
Callejón de Galdos																														chc0364000019		chc03640000190019001							27620884 Bytes	3649	2521	268810933	RGB	8	600	chc03640000190019001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1182	1182	1183.jp2	/chc0364/image/1183.jp2
Carcel publica y Parque Isidoro Armenteros																														chc0364000019		chc03640000190020001							27725112 Bytes	3657	2525	3151296629	RGB	8	600	chc03640000190020001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1183	1183	1184.jp2	/chc0364/image/1184.jp2
Parte centrica de la ciudad																														chc0364000019		chc03640000190021001							27214844 Bytes	3701	2449	3944450716	RGB	8	600	chc03640000190021001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1184	1184	1185.jp2	/chc0364/image/1185.jp2
Estación del Ferrocarril																														chc0364000019		chc03640000190022001							27794692 Bytes	3672	2521	3808184142	RGB	8	600	chc03640000190022001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1185	1185	1186.jp2	/chc0364/image/1186.jp2
Puente Tayaba																														chc0364000019		chc03640000190023001							27383916 Bytes	3715	2455	4112078515	RGB	8	600	chc03640000190023001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1186	1186	1187.jp2	/chc0364/image/1187.jp2
Valle San Luis																														chc0364000019		chc03640000190024001							27673240 Bytes	3643	2530	924862588	RGB	8	600	chc03640000190024001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1187	1187	1188.jp2	/chc0364/image/1188.jp2
Rio Tayaba																														chc0364000019		chc03640000190025001							27668240 Bytes	3651	2524	2698348874	RGB	8	600	chc03640000190025001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1188	1188	1189.jp2	/chc0364/image/1189.jp2
Playas de Trinidad																														chc0364000019		chc03640000190026001							27959940 Bytes	3737	2492	4162162666	RGB	8	600	chc03640000190026001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1189	1189	1190.jp2	/chc0364/image/1190.jp2
Carretera a Topes de Collantes, Curva del Muerto																														chc0364000019		chc03640000190027001							27581188 Bytes	3641	2523	1491602900	RGB	8	600	chc03640000190027001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1190	1190	1191.jp2	/chc0364/image/1191.jp2
Sanatorio en Topes de Collantes																														chc0364000019		chc03640000190028001							27617268 Bytes	3656	2516	3725490099	RGB	8	600	chc03640000190028001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1191	1191	1192.jp2	/chc0364/image/1192.jp2
Escudo de Trinidad																														chc0364000019		chc03640000190029001							27426864 Bytes	3676	2485	669486542	RGB	8	600	chc03640000190029001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1192	1192	1193.jp2	/chc0364/image/1193.jp2
Page 30																														chc0364000019		chc03640000190030001							26716540 Bytes	2431	3660	4204330832	RGB	8	600	chc03640000190030001.tif		2011-07-29	2011-07-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1193	1193	1194.jp2	/chc0364/image/1194.jp2
Page 31																														chc0364000019		chc03640000190031001							26796152 Bytes	2425	3680	1773312429	RGB	8	600	chc03640000190031001.tif		2011-07-29	2011-07-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1194	1194	1195.jp2	/chc0364/image/1195.jp2
Page 32																														chc0364000019		chc03640000190032001							26627804 Bytes	2443	3630	3921191203	RGB	8	600	chc03640000190032001.tif		2011-07-29	2011-07-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1195	1195	1196.jp2	/chc0364/image/1196.jp2
Page 33																														chc0364000019		chc03640000190033001							32849500 Bytes	4004	2733	2262977766	RGB	8	600	chc03640000190033001.tif		2011-07-29	2011-07-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1196	1196	1197.jp2	/chc0364/image/1197.jp2
Page 34																														chc0364000019		chc03640000190034001							32763956 Bytes	3976	2745	450167339	RGB	8	600	chc03640000190034001.tif		2011-07-29	2011-07-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1197	1197	1198.jp2	/chc0364/image/1198.jp2
Trinidad y Topes de Collantes, album pintoresco y descriptivo	Trinidad and Topes de Collantes, picturesque and descriptive album			http://ibisweb.miami.edu/record=b2942568~S11					Trinidad (Cuba) -- Pictorial works; Topes de Collantes (Cuba) -- Pictorial works	Viewbooks; Photographs	Trinidad, Cuba: Estudio Santana			Trinidad (Cuba : Municipio); Topes de Collantes (Cuba)	CHC Viewbooks Collection 0364 no. 034	1 volume, 34 pages (includes 4 cover pages); 12 x 16 cm	spa	 University of Miami Libraries. Cuban Heritage Collection	Viewbooks Collection	CHC0364		Box No. 3				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc0364000019			Image		image/tiff													2011-10-12	2011-10-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1198	1198	1199.cpd	/chc0364/supp/1198/index.pdf
Page 1																														chc0364000035		chc03640000350001001							126086572 Bytes	7504	5600	3500900053	RGB	8	600	chc03640000350001001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1199	1199	1200.jp2	/chc0364/image/1200.jp2
Page 2																														chc0364000035		chc03640000350002001							119753648 Bytes	7168	5568	591603901	RGB	8	600	chc03640000350002001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1200	1200	1201.jp2	/chc0364/image/1201.jp2
Page 3																														chc0364000035		chc03640000350003001							133556568 Bytes	7960	5592	169256660	RGB	8	600	chc03640000350003001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1201	1201	1202.jp2	/chc0364/image/1202.jp2
Page 4																														chc0364000035		chc03640000350004001							124487476 Bytes	7560	5488	2247312069	RGB	8	600	chc03640000350004001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1202	1202	1203.jp2	/chc0364/image/1203.jp2
Page 5																														chc0364000035		chc03640000350005001							122078320 Bytes	7392	5504	1933168495	RGB	8	600	chc03640000350005001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1203	1203	1204.jp2	/chc0364/image/1204.jp2
Excelentísimo señor don Ramón de Herrera y Gutiérrez, Conde de la Mortera	Ramón de Herrera y Gutiérrez, Count de la Mortera																													chc0364000035		chc03640000350006001							124754112 Bytes	7576	5488	3975856701	RGB	8	600	chc03640000350006001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1204	1204	1205.jp2	/chc0364/image/1205.jp2
Placa conmemorativa al excelentísmo señor don Ramón de Herrera y Gutiérrez, Conde de la Mortera, en la Fábrica "La Tropical"	Commemorative plaque to Ramon de Herrera and Gutierrez, Count de la Mortera in the La Tropical factory																													chc0364000035		chc03640000350007001							122964404 Bytes	7424	5520	181143263	RGB	8	600	chc03640000350007001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1205	1205	1206.jp2	/chc0364/image/1206.jp2
Excelentísimo señor don Cosme Blanco Herrera, presidente de esta empresa desde el año 1896, hasta su muerte, ocurrida el 25 de marzo de 1918	Cosme Blanco Herrera, President of this company since the year 1896 until his death on March 25, 1918																													chc0364000035		chc03640000350008001							125675660 Bytes	7544	5552	2180178747	RGB	8	600	chc03640000350008001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1206	1206	1207.jp2	/chc0364/image/1207.jp2
Un poco de historia de la Compañía	A bit of history about the Company																													chc0364000035		chc03640000350009001							122214024 Bytes	7368	5528	3664598779	RGB	8	600	chc03640000350009001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1207	1207	1208.jp2	/chc0364/image/1208.jp2
Page 10																														chc0364000035		chc03640000350010001							126131248 Bytes	7528	5584	2138415329	RGB	8	600	chc03640000350010001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1208	1208	1209.jp2	/chc0364/image/1209.jp2
Page 11																														chc0364000035		chc03640000350011001							123543524 Bytes	7416	5552	583260954	RGB	8	600	chc03640000350011001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1209	1209	1210.jp2	/chc0364/image/1210.jp2
Excelentísimo señor don Narciso Gelats y Durall, actual presidente de la empresa, desde 1918	Narciso Gelats y Durall, current President of the company since 1918																													chc0364000035		chc03640000350012001							126945572 Bytes	7512	5632	1830995448	RGB	8	600	chc03640000350012001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1210	1210	1211.jp2	/chc0364/image/1211.jp2
