Title	Translated Title	Creator	Recipient	Summary	Note	Subject	Genre	Publisher	Date Original	Coverage Temporal	Coverage Spatial	Physical Description	Web Site	Language	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Lease arranged between Model Land Company and the City of Homestead			Hoffman, J. W.; Livingston, S. E.	This is the first of three pages of a lease drawn up by the Model Land Company granting property to the City of Homestead at the center line of Krome Avenue and the center line of the Florida East Coast Railway main track, for the exclusive purposes of a Recreation and Social Center for the Fire Department, at the rate of 1 dollar per year. One of the stipulations bans the sale of alcohol (this was during the Prohibition years) as well as tobacco and groceries. The lease is signed by J. W. Hoffman for the Company and S. E. Livingston for the city.		Land use	Forms (Documents)		1925-09-29	1925	Florida. Miami-Dade County. Homestead.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 46, Folder Title: Recreation center for Homestead Fire Department (Special File 1450).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750002780001001	image/tiff	13646.421 KB	5215	8472	0x54EAC247	RGB	24-bit depth	600 dpi	asm00750002780001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1009	1009	1150.jp2	/asm0075/image/1150.jp2
Perrine Grant Land Company correspondence: Harrison to Morse re Wietzer		Harrison, Sidney	Morse, Frederick S., 1859-1920	Letter from Sidney Harrison to Frederick S. Morse, February 10, 1913: "I have your favor of the 7th inst., in regard to Perrine Grant Land Company in case Mr. Wietzer does not buy. We will call Mr. Ingraham's attention to same upon his return."		Land use	Commercial correspondence		1913	1913		1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 3, Folder Title: Assigned contract: 11-56-39, 1912 (Special file 81).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750000330001001	image/tiff	31291.293 KB	4789	6337	0x8490CD12	RGB	24-bit depth	600 dpi	asm00750000330001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1010	1010	955.jp2	/asm0075/image/955.jp2
Letter from J. W. Hoffman to Pepper and Potter, January 30, 1926		Hoffman, J. W.	Pepper, Frank J., b. 1880; Potter, Burr S.	Model Land Company Vice-President J.W. Hoffman replies to sales agents Frank Pepper and Burr Potter concerning their request to make a correction on the warranty deed of the Cocoa Plum Thimble Club. Hoffman denies their request but offers a quitclaim deed.		Cocoa Plum Thimble Club	Commercial correspondence		1926-01-30	1926	Florida. Miami-Dade county. Larkins.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 5, Folder Title: Donation: Coco Plum Thimble Club, Clubhouse site, 1913-1920. (Special file 168).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750001460001001	image/tiff	10389.638 KB	5197	6733	0xA9F6DBE9	RGB	24-bit depth	600 dpi	asm00750001460001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1011	1011	1047.jp2	/asm0075/image/1047.jp2
Letter from Frederick Morse to Dr. Burkhart, August 15, 1912, concerning sale of land to Burkhart		Morse, Frederick S., 1859-1920	Burkhart, W. S.	Model Land Company sales agent Frederick Morse writes to Dr. Burkhart that he will have to await the return of Company vice-president Ingraham to settle their deal. Judiciously, and amusingly, he remains silent on the subject of Company chief clerk Sidney Harrison's tacit distrust of Burkhart.		Land use; Burkhart, W. S.	Commercial correspondence		1912-08-15	1912	Florida.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 3, Folder Title: Assigned contract: 11-56-39, 1912 (Special file 81).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750001350001001	image/tiff	13712.919 KB	5107	6718	0x355121E	RGB	24-bit depth	600 dpi	asm00750001350001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1012	1012	1038.jp2	/asm0075/image/1038.jp2
Memorandum concerning the sales of rock pits to Dade County		Potter, Burr S.		Model Land Company agent Burr S. Potter writes: "In going over the matter of rock pits for the County with John Hinson to-day Mr. Morse did not wish to deed the County the rock pit located in Lot 4, Section 5-56-40. Mr. Hinson stated he understood that if they wanted any more rock that they should go further east, that he would not make any arrangements for this, but would let his successor arrange for any rock pit in this locality that he might need."	John J. Hinson was a foreman for the Florida East Coast Railway when the line was extended from Miami to Homestead in 1903 and later a Dade County Commissioner.	Hinson, John J., d. ca. 1929; Land use	Commercial correspondence; Memorandums		1916-12-12	1916		1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 2, Folder Title: Deeds: to Board of County Commissioners of Dade County for rock pits, 1911-1917 (Special file 52).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750000920001001	image/tiff	15095.017 KB	5272	6733	0x556E58DE	RGB	24-bit depth	600 dpi	asm00750000920001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1013	1013	1002.jp2	/asm0075/image/1002.jp2
Letter to Frederick Morse from J.E. Ingraham, August 19, 1913		Ingraham, James Edmundson, 1850-1924	Morse, Frederick S., 1859-1920	Letter from Model Land Company vice-president J.E. Ingraham to sales agent Frederick Morse concerning the Coconut Grove land deed for Jackson and Mary Peacock.		Land use	Commercial correspondence		1913-08-19	1913		1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 5, Folder Title: Right-of-way: Coconut Grove, 1913-1917. (Special file 177).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750001590001001	image/tiff	5320.328 KB	4822	3351	0x81FE9F28	RGB	24-bit depth	600 dpi	asm00750001590001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1014	1014	1060.jp2	/asm0075/image/1060.jp2
Memo by Frank Pepper regarding Deering estate in Cutler		Pepper, Frank J., b. 1880		Model Land Company sales agent Frank Pepper records his dealings with Mrs. Sarah R. W. Palmer (granddaughter of Henry Perrine), a resident of Cutler and next-door neighbor to Charles Deering. Deering proposed to the County that a street to the waterfront should be closed, so that he could dredge out a basin. However, Palmer and other neighbors objected to closing the street, although they were apparently afraid "to antagonize Mr. Deering." Pepper concludes, "My candid opinion is that she thinks Mr. Deering will buy this property from her and pay her $30,000.00, her price, and this is the whole end that she is working to."		Deering, Charles, 1852-1927; Palmer, Sarah Rodgers Walker; Land use; Dredging	Commercial correspondence; Memorandums		1916-07-28	1916	Florida. Miami-Dade county. Cutler.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 7, Folder Title: Sales: Cutler, 1916 (Special file 274).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750002190001001	image/tiff	15207.178 KB	5257	6733	0x95519083	RGB	24-bit depth	600 dpi	asm00750002190001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1015	1015	1115.jp2	/asm0075/image/1115.jp2
Perrine Grant Land Company correspondence: Morse to Ingraham		Morse, Frederick S., 1859-1920	Ingraham, J. E. (James E.)	Page 2 of letter from F. S. Morse to J. E. Ingraham, February 7, 1913.		Land use	Commercial correspondence		1913	1913	Florida. Miami-Dade county. Perrine.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 3, Folder Title: Assigned contract: 11-56-39, 1912 (Special file 81).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750000210001001	image/tiff	49818.79 KB	4989	6517	0x54D89450	RGB	24-bit depth	600 dpi	asm00750000210001001.tif		2008-05-19	2008-05-19	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1016	1016	943.jp2	/asm0075/image/943.jp2
Letter from Frederick Morse to J.E. Ingraham, February 23, 1914, concerning purchase of Perrine lands from Paddock and Caddagan		Morse, Frederick S., 1859-1920	Ingraham, J. E. (James E.)	Letter to J.E. Ingraham from Frederick Morse, February 23, 1914, concerning purchase of Perrine lands from Paddock and Caddagan		Land use	Commercial correspondence		1914-02-23	1914	Florida. Miami-Dade county. Perrine.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 5, Folder Title: Purchase: 11-55-40 for Kendal Grove, 1913 (Special file 184).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750001880001001	image/tiff	13694.369 KB	5122	6628	0x790167FA	RGB	24-bit depth	600 dpi	asm00750001880001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1017	1017	1086.jp2	/asm0075/image/1086.jp2
Letter from Frank Pepper to A. V. S. Smith, September 5, 1916, regarding the Key West Realty Company deed		Pepper, Frank J., b. 1880	Smith, A. V. S.	Model Land Company sales agent Frank Pepper writes Florida East Coast Railway Company Law Department General Attorney A. V. S. Smith concerning the deed of the Key West Realty Company to the FECR Company and expressing hopes that FECR Company President J.R. Parrott will involve himself in the matter of land drainage.		Land use; Florida East Coast Railway	Commercial correspondence		1916-09-05	1916		1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 2, Folder Title: Florida East Coast Railway (Special File 54).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750001180001001	image/tiff	14097.319 KB	5257	6748	0x29E69804	RGB	24-bit depth	600 dpi	asm00750001180001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1018	1018	1027.jp2	/asm0075/image/1027.jp2
Letter from Ingraham to Morse, June 11, 1912		Ingraham, J. E. (James E.)	Morse, Frederick S., 1859-1920	Model Land Company vice-president James Ingraham writes to sales agent Frederick Morse that he is willing to sell a thousand acres of Perrine Grant land at a reduced price to W. S. Burkhart under the condition that Burkhart find settlers who will improve those acres by planting grapefruit and other trees. Specifically, Ingraham will charge Burkhart $25 per acre for the first year, and if Burkhart meets his condition, he will reduce the price to $20 per acre thereafter.		Land use; Agriculture; Burkhart, W. S.	Commercial correspondence		1912-06-11	1912		1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 3, Folder Title: Assigned contract: 11-56-39, 1912 (Special file 81).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750001290001001	image/tiff	9862.99 KB	4867	6388	0x2B1690D2	RGB	24-bit depth	600 dpi	asm00750001290001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1019	1019	1034.jp2	/asm0075/image/1034.jp2
Plat showing the contemplated location of the main drainage canals in the Southern Drainage District			Jaudon, James Franklin, 1873-1938	Map showing proposed canals in the Southern Drainage District, including a contemplated extension of Snapper Creek. The map shows Miami, Coconut Grove, Larkins, Kendall, Benson, Cutler, and Perrine, and is signed by Southern Drainage District President J. F. Jaudon.		Canals	Plats		1917-10-13	1917	Florida. Miami-Dade county.	1 plat			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 16, Folder Title: Southern and Everglades Drainage District Taxes, 1917-1919 (Special file 501).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750002340001001	image/tiff	12895.124 KB	9644	4343	0xE4BE68AE	RGB	24-bit depth	600 dpi	asm00750002340001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1020	1020	1122.jp2	/asm0075/image/1122.jp2
Letter from Sidney Harrison to Frederick S. Morse, June 2, 1911, concerning sale of Perrine lands		Harrison, Sidney	Morse, Frederick S., 1859-1920	Harrison advises Morse on plausible prices for land to be sold to Parker Henderson and Frank McCrimmon in Perrine.		Land use; Railroads; Henderson, Parker; McCrimmon, D. Frank	Commercial correspondence		1911-06-02	1911	Florida. Miami-Dade county. Perrine.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 1, Folder Title: Sale: Perrine, 1911 (Special file 30).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750000630001001	image/tiff	10407.069 KB	4957	6433	0xAC7B7F5A	RGB	24-bit depth	600 dpi	asm00750000630001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1021	1021	975.jp2	/asm0075/image/975.jp2
Letter from James H. Gilman to Frederick Morse, July 28, 1914		Gilman, James H.	Morse, Frederick S., 1859-1920	Bank of Bay Biscayne cashier James H. Gilman writes to Frederick Morse regarding the Model Land Company's donation toward road construction.		Land use; Roads	Commercial correspondence		1914-07-28	1914	Florida. Miami-Dade county. Goulds.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 5, Folder Title: Road construction: Goulds, 1913-1914. (Special file 179).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750001780001001	image/tiff	12424.3 KB	5212	6733	0x8288A7EE	RGB	24-bit depth	600 dpi	asm00750001780001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1022	1022	1078.jp2	/asm0075/image/1078.jp2
Letter from James E. Ingraham to Frederick Morse, September 12, 1911, re sales of Perrine lands		Ingraham, J. E. (James E.)	Morse, Frederick S., 1859-1920	Ingraham advises Morse to offer D. Frank McCrimmon a price of $500 for the property he wishes to purchase.		Land use; McCrimmon, D. Frank	Commercial correspondence		1911-09-12	1911	Florida. Miami-Dade county. Perrine.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 1, Folder Title: Sale: Perrine, 1911 (Special file 30).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750000670001001	image/tiff	8793.138 KB	4882	6418	0xBD4DE59	RGB	24-bit depth	600 dpi	asm00750000670001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1023	1023	978.jp2	/asm0075/image/978.jp2
