Título	Translated Title	Creator	Sender	Contributors	Recipient	Resumen	Summary	Nota	Note	Tema	Subject	Género	Genre	Publisher	Date	Time Period	Geographic Subject	Geo Point	Geo Box	Descripción Física	Physical Description	Language	Website	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Digital ID	Upload ID	Type	Format	Date Digital	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Carta y una tabla sobre los patrocinados inscritos en la Junta Local de Patronato de Guamacaro y en la Junta Central Protectora de Libertos, 8 de enero de 1882	Letter and table reporting patrocinados registered with the Junta Local de Patronato de Guamacaro and the Junta Central Protectora de freedmen, January 8, 1882	Guamacaro (Cuba). Junta Local de Patronato						El patrocinado llamado José Asunción estaba bajo la potestad de Juan Alvarez.	The patrocinado José Asunción was under the wardship of Juan Alvarez.	Patrocinados -- Cuba -- Matanzas (Provincia); Libertos -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Guamacaro (Cuba). Junta Local de Patronato; Matanzas (Cuba : Provincia). Junta Provincial de Patronato	Patrocinados -- Cuba -- Matanzas (Province); Freedmen -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Guamacaro (Cuba). Junta Local de Patronato; Matanzas (Cuba : Province). Junta Provincial de Patronato	manuscritos; correspondencia; tablas (documento)	manuscripts (document genre); correspondence; tables (documents)		1882-01-08		Guamacaro (Cuba)	east=22.95; north=-81.41667; name=http://www.geonames.org/3557868/municipio-de-guamacaro.html		2 hojas; 22 x 31.8 cm	2 leaves; 22 x 31.8 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 1; Folder No. 33; Folder Title: 1882 January 10				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000035			Text	image/tiff														2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/395	395	418.cpd	/chc5298/supp/395/index.pdf
Página 1	Page 1																																			chc5298000111	chc52980001110001001								57484768 Bytes	3717	5153	2665375343	RGB	8	600	chc52980001110001001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/396	396	419.jp2	/chc5298/image/419.jp2
Página 2	Page 2																																			chc5298000111	chc52980001110002001								57713236 Bytes	3721	5168	37777567	RGB	8	600	chc52980001110002001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/397	397	420.jp2	/chc5298/image/420.jp2
Carta de Lorenzo Acha al presidente de la Junta Provincial de Patronato de Matanzas referente a una reclamación presentada por un grupo de expatrocinados de Joaquín Polledo, 30 de julio de 1885	Lorenzo Acha letter to the president of the Junta Provincial de Patronato de Matanzas regarding a claim presented by a group of former patrocinados of Joaquín Polledo, July 30, 1885		Acha, Lorenzo; Cuevitas (Cuba). Junta Local de Patronato		Matanzas (Cuba : Province). Junta Provincial de Patronato			Cuevitas es actualmente conocido como Agramonte.	Cuevitas is now known as Agramonte.	Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Cuevitas (Cuba). Junta Local de Patronato; Matanzas (Cuba : Provincia). Junta Provincial de Patronato	Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Cuevitas (Cuba). Junta Local de Patronato; Matanzas (Cuba : Province). Junta Provincial de Patronato	manuscritos; documentos oficiales	manuscripts (document genre); official documents		1885-07-30	1880-1890	Agramonte (Cuba)	east=22.67611; north=-81.11639; name=http://www.geonames.org/3569646/agramonte.html		2 páginas; 21 x 30.5 cm	2 pages; 21 x 30.5 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 2; Folder No. 37; Folder Title: 1885 July 31				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000111			Text	image/tiff														2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/398	398	421.cpd	/chc5298/supp/398/index.pdf
Página 1	Page 1																																			chc5298000039	chc52980000390001001								62822212 Bytes	3988	5249	2065695337	RGB	8	600	chc52980000390001001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/399	399	422.jp2	/chc5298/image/422.jp2
Página 2	Page 2																																			chc5298000039	chc52980000390002001								62223040 Bytes	3975	5216	983820727	RGB	8	600	chc52980000390002001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/400	400	423.jp2	/chc5298/image/423.jp2
Carta de la Junta Provincial de Patronato de Matanzas en relación a una solicitud que hiciera el patrocinado Alberto Balbona a su patrono, Antonio Galindez, 7 de marzo de 1882	Junta Provincial de Patronato de Matanzas letter regarding Alberto Balbona's petition to his patrono, Antonio Galindez, March 7, 1882		Matanzas (Cuba : Province). Junta Provincial de Patronato							Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Matanzas (Cuba : Provincia). Junta Provincial de Patronato	Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Matanzas (Cuba : Province). Junta Provincial de Patronato	manuscritos; correspondencia	manuscripts (document genre); correspondence		1882-03-07	1880-1890	Matanzas (Cuba : Province)	east=22.66667; north=-81.16667; name=http://www.geonames.org/3547394/provincia-de-matanzas.html		2 páginas; 21.7 x 32.8 cm	2 pages; 21.7 x 32.8cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 1; Folder No. 37; Folder Title: 1882 March 8				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000039			Text	image/tiff														2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/401	401	424.cpd	/chc5298/supp/401/index.pdf
Carta de Miguel Alamao al presidente de la Junta Provincial de Patronato de Matanzas referente a la petición hecha por el patrocinado Pedro Gangá para obtener su cédula de libertad, 8 de septiembre de 1885	Miguel Alamao letter to the president of the Junta Provincial de Patronato de Matanzas regarding the petition filed by the patrocinado Pedro Gangá to obtain his certificate of freedom, September 8, 1885		Alamo, Miguel; Jovellanos (Cuba). Junta Local de Patronato												1885-09-08	1880-1890																				chc5298000115	chc52980001150001001								66831836 Bytes	4212	5287	3992381001	RGB	8	600	chc52980001150001001.tif		2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/402	402	425.jp2	/chc5298/image/425.jp2
Primera carta, página 2	First letter, page 2																																			chc5298000115	chc52980001150002001								66335100 Bytes	4215	5244	2456033547	RGB	8	600	chc52980001150002001.tif		2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/403	403	426.jp2	/chc5298/image/426.jp2
Oficio tramitado en la Junta Provincial de Patronato de Matanzas para documentar la petición y gestiones hechas por el patrocinado Pedro Gangá para obtener su cédula de libertad, 10 de septiembre de 1885	Official document filed with the Junta Provincial de Patronato de Matanzas to document the petition of the patrocinado Pedro Gangá to obtain his certificate of freedom, September 10, 1885	Andricaín Escudero, Juan		Lavastida, Miguel Alfredo; Matanzas (Cuba : Province). Junta Provincial de Patronato											1885-09-10	1880-1890																				chc5298000115	chc52980001150003001								125011456 Bytes	5408	7704	3846633152	RGB	8	600	chc52980001150003001.tif		2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/404	404	427.jp2	/chc5298/image/427.jp2
Oficio, página 2	Official document, page 2																																			chc5298000115	chc52980001150004001								124553428 Bytes	5398	7690	948316138	RGB	8	600	chc52980001150004001.tif		2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/405	405	428.jp2	/chc5298/image/428.jp2
Carta o borrador la cual narra el caso del patrocinado Pedro Gangá y sus gestiones para obtener la cédula de libertad, 15 de septiembre de 1885	Letter or draft detailing the case of the patrocinado Pedro Gangá and his efforts to obtain his certificate of freedom, September 15, 1885		Jovellanos (Cuba). Junta Local de Patronato												1885-09-15	1880-1890																				chc5298000115	chc52980001150005001								64001296 Bytes	3998	5334	707221434	RGB	8	600	chc52980001150005001.tif		2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/406	406	429.jp2	/chc5298/image/429.jp2
Segunda carta, página 2	Second letter, page 2																																			chc5298000115	chc52980001150006001								64150784 Bytes	4000	5344	3732019319	RGB	8	600	chc52980001150006001.tif		2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/407	407	430.jp2	/chc5298/image/430.jp2
Cartas y oficio relacionados a la petición y gestiones hechas por el patrocinado Pedro Gangá para obtener su cédula de libertad, septiembre de 1885	Letters and official document regarding the petition and efforts of Pedro Gangá to obtain his certificate of freedom, September 1885									Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Jovellanos (Cuba). Junta Local de Patronato; Matanzas (Cuba : Provincia). Junta Provincial de Patronato	Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Jovellanos (Cuba). Junta Local de Patronato; Matanzas (Cuba : Province). Junta Provincial de Patronato	manuscritos; correspondencia; documentos oficiales	manuscripts (document genre); correspondence; official documents		1885-09	1880-1890	Jovellanos (Cuba)	east=22.80444; north=-81.19444; name=http://www.geonames.org/3555907/jovellanos.html		6 páginas; 21.7 x 32.6 cm	6 pages; 21.7 x 32.6 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 2; Folder No. 41; Folder Title: 1885 September 9				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000115			Text	image/tiff														2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/408	408	431.cpd	/chc5298/supp/408/index.pdf
No. 3041, Moreno Cayetano Pérez, criollo, de Doña Agustina Pérez de Montoro	Cover sheet																																			chc5298000047	chc52980000470001001								116108104 Bytes	5185	7463	2881167607	RGB	8	600	chc52980000470001001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/409	409	432.jp2	/chc5298/image/432.jp2
Carta de Agustina Pérez de Montoro solicitando la libertad de su patrocinado Cayetano Pérez, 16 de junio de 1884	Letter from Agustina Pérez de Montoro to petition for the freedom of her patrocinado Cayetano Pérez, June 16, 1884		Pérez de Montoro, Agustina		Andricain, Juan			La carta incluye el visto bueno de José Antonio Falcón.	Letter approved by José Antonio Falcón.						1884-06-16	1880-1890																				chc5298000047	chc52980000470002001								54259804 Bytes	3575	5057	1813057262	RGB	8	600	chc52980000470002001.tif		2013-07-27	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/410	410	433.jp2	/chc5298/image/433.jp2
Cédula de identificación del esclavo Cayetano Pérez, 20 de febrero de 1880	Identification papers of the slave Cayetano Pérez, February 20, 1880														1880-02-20	1880-1890																				chc5298000047	chc52980000470003001								57211572 Bytes	5159	3695	2984994072	RGB	8	600	chc52980000470003001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/411	411	434.jp2	/chc5298/image/434.jp2
Oficio redactado por Miguel Alfredo Lavastida, secretario interino de la Junta Provincial de Patronato de Matanzas, en relación a la representación de los derechos de los patrocinados, 13 de octubre de 1881	Miguel Alfredo Lavastida, interim secretary of the Junta Provincial de Patronato de Matanzas, official document regarding the representation of the rights of patrocinados, October 13, 1881														1881-10-13	1880-1890																				chc5298000047	chc52980000470004001								120937660 Bytes	5325	7569	1878679749	RGB	8	600	chc52980000470004001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/412	412	435.jp2	/chc5298/image/435.jp2
Oficio, página 2	Official document, page 2																																			chc5298000047	chc52980000470005001								119692916 Bytes	5287	7545	2186892577	RGB	8	600	chc52980000470005001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/413	413	436.jp2	/chc5298/image/436.jp2
Documentos relacionados al patrocinado Cayetano Pérez, 1880-1884	Documentos regarding the patrocinado Cayetano Pérez, 1880-1884									Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Matanzas (Cuba : Provincia). Junta Provincial de Patronato	Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Matanzas (Cuba : Province). Junta Provincial de Patronato	manuscritos; documentos oficiales; correspondencia	manuscripts (document genre); official documents; correspondence			1880-1890	Matanzas (Cuba : Province)	east=22.66667; north=-81.16667; name=http://www.geonames.org/3547394/provincia-de-matanzas.html		3 hojas, 2 páginas	3 leaves, 2 pages	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 1; Folder No. 45; Folder Title: 1882 June 16				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000047			Text	image/tiff														2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/414	414	437.cpd	/chc5298/supp/414/index.pdf
Carta enviada a la Junta Local de Patronato de Sabanilla del Encomendador en relación a la petición de cese de patronato presentada por José Mariño para su patrocinada Sofía Parrosay, 29 de mayo de 1883	Letter sent to the Junta Local de Patronato de Sabanilla del Encomendador regarding the petition presented by José Mariño to end the patronato of his patrocinada Sofía Parrosay, May 29, 1883		Havana (Cuba : Province). Junta de Patronato de la Provincia		Sabanilla del Encomendador (Cuba). Junta Local de Patronato										1883-05-29	1880-1890																				chc5298000068	chc52980000680001001								63728568 Bytes	4071	5216	3457875488	RGB	8	600	chc52980000680001001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/415	415	438.jp2	/chc5298/image/438.jp2
Primera carta, página 2	First letter, page 2																																			chc5298000068	chc52980000680002001								62500492 Bytes	4021	5179	794406904	RGB	8	600	chc52980000680002001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/416	416	439.jp2	/chc5298/image/439.jp2
Primera carta, página 3	First letter, page 3																																			chc5298000068	chc52980000680003001								62817556 Bytes	4040	5181	4185759762	RGB	8	600	chc52980000680003001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/417	417	440.jp2	/chc5298/image/440.jp2
Contestación enviada al alcalde municipal notificandole el status de la patrocinada Sofía Porrosay, 19 de junio de 1883	Reply sent to the mayor notifying him of the status of the patrocinada Sofía Porrosay, June 19, 1883							Sofía junto a otra patrocinada se hallaron libres del patronato.	Sofía, along with another patrocinada, were freed from patronato.						1883-06-19	1880-1890																				chc5298000068	chc52980000680004001								62620968 Bytes	4018	5193	3896879193	RGB	8	600	chc52980000680004001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/418	418	441.jp2	/chc5298/image/441.jp2
Carta escrita por Saturnino Rodríguez para verificar la residencia de la patrocinada Sofía Porrosay en el Ingenio San Francisco Roque, 19 de junio de 1883	Letter written by Saturnino Rodríguez verifying that the patrocinada Sofía Porrosay was a resident of the Ingenio San Francisco Roque, June 19, 1883		Rodríguez, Saturnino; Sabanilla del Encomendador (Cuba). Junta Local de Patronato		Matanzas (Cuba : Province). Governor										1883-06-19	1880-1890																				chc5298000068	chc52980000680005001								61643128 Bytes	3969	5175	2811322416	RGB	8	600	chc52980000680005001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/419	419	442.jp2	/chc5298/image/442.jp2
