Title	Translated Title	Play Title	Original Title	Production Title	Festival Title	CTDA Link	Creator	Author	Translator	Director	Producer	Photographer	Videographer	Theater Company	Theater Venue	Cast	Costume Designer	Set Designer	Poster Designer	Summary	Note	Subject	Genre	Publisher	Date Published	Date Created	Time Period	Geographic Subject	Geo Point	Geo Box	Physical Description	Language	Website	Repository	Collection Title	Collection No.	Series	Container	Finding Aid	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Availability	Tape No.	Object ID	Digital ID	Upload ID	Full Text	Type	Format	Original Format	Tape Format	Date Digital	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 5																																																	chc5160000076	chc51600000760005001			Text	image/tiff							53163052 Bytes	3413	5190	440805330	RGB	8	600	chc51600000760005001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2291	2291	2292.jp2	/theater/image/2292.jp2
Page 6																																																	chc5160000076	chc51600000760006001			Text	image/tiff							53187680 Bytes	3395	5220	3724712420	RGB	8	600	chc51600000760006001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2292	2292	2293.jp2	/theater/image/2293.jp2
Page 7																																																	chc5160000076	chc51600000760007001			Text	image/tiff							55134464 Bytes	3469	5296	3561127905	RGB	8	600	chc51600000760007001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2293	2293	2294.jp2	/theater/image/2294.jp2
Page 8																																																	chc5160000076	chc51600000760008001			Text	image/tiff							54968756 Bytes	3469	5280	2285696139	RGB	8	600	chc51600000760008001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2294	2294	2295.jp2	/theater/image/2295.jp2
Program for the production "La alondra" (The lark)				La alondra																	Directed by Teresa María Rojas	Theatrical Productions -- Miami (Florida)	Theater programs;			1971-10-08	1970-1980	Miami (Florida)			1 program, 8 pages	spa		University of Miami Libraries.  Cuban Heritage Collection	Theater Ephemera Collection	CHC5160		Box No. 2; Folder Title: Prometeo Miami-Dade Community College (Miami, FL): Programs, n.d., 1974-1977, 1993-1997, 2004-2008, Folder 1 of 3					axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5160000076																					2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2295	2295	2296.cpd	/theater/image/2296.cpd
Page 1																																																	chc5160000004	chc51600000040001001			Text	image/tiff							80342140 Bytes	4336	6175	1522083132	RGB	8	600	chc51600000040001001.tif		2011-11-08	2011-11-08	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2296	2296	2297.jp2	/theater/image/2297.jp2
Page 2																																																	chc5160000004	chc51600000040002001			Text	image/tiff							79749340 Bytes	4304	6175	2404057687	RGB	8	600	chc51600000040002001.tif		2011-11-08	2011-11-08	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2297	2297	2298.jp2	/theater/image/2298.jp2
Page 3																																																	chc5160000004	chc51600000040003001			Text	image/tiff							80090068 Bytes	4328	6167	966739771	RGB	8	600	chc51600000040003001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2298	2298	2299.jp2	/theater/image/2299.jp2
Page 4																																																	chc5160000004	chc51600000040004001			Text	image/tiff							79297420 Bytes	4304	6140	2200124606	RGB	8	600	chc51600000040004001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2299	2299	2300.jp2	/theater/image/2300.jp2
Page 5																																																	chc5160000004	chc51600000040005001			Text	image/tiff							80199052 Bytes	4336	6164	4159437556	RGB	8	600	chc51600000040005001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2300	2300	2301.jp2	/theater/image/2301.jp2
Page 6																																																	chc5160000004	chc51600000040006001			Text	image/tiff							78958060 Bytes	4280	6148	1515914088	RGB	8	600	chc51600000040006001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2301	2301	2302.jp2	/theater/image/2302.jp2
Page 7																																																	chc5160000004	chc51600000040007001			Text	image/tiff							80276620 Bytes	4360	6136	3988567669	RGB	8	600	chc51600000040007001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2302	2302	2303.jp2	/theater/image/2303.jp2
Page 8																																																	chc5160000004	chc51600000040008001			Text	image/tiff							79742308 Bytes	4312	6163	3535256601	RGB	8	600	chc51600000040008001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2303	2303	2304.jp2	/theater/image/2304.jp2
Page 9																																																	chc5160000004	chc51600000040009001			Text	image/tiff							79726516 Bytes	4328	6139	2701476830	RGB	8	600	chc51600000040009001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2304	2304	2305.jp2	/theater/image/2305.jp2
Page 10																																																	chc5160000004	chc51600000040010001			Text	image/tiff							79092748 Bytes	4288	6147	1839478023	RGB	8	600	chc51600000040010001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2305	2305	2306.jp2	/theater/image/2306.jp2
Page 11																																																	chc5160000004	chc51600000040011001			Text	image/tiff							79454168 Bytes	4302	6155	3412369728	RGB	8	600	chc51600000040011001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2306	2306	2307.jp2	/theater/image/2307.jp2
Page 12																																																	chc5160000004	chc51600000040012001			Text	image/tiff							79203392 Bytes	4294	6147	2119777324	RGB	8	600	chc51600000040012001.tif		2011-11-08	2011-11-08	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2307	2307	2308.jp2	/theater/image/2308.jp2
Program for the production "Añorada Cuba: 250 Aniversario" ("A remembrance of Cuba: 250th Anniversary")				Añorada Cuba: 250 Aniversario																	Directed by Juan de la Portilla	Theatrical Productions -- Miami (Florida)	Programs			1990-02-25	1980-1990	Miami (Florida)			1 program, 12 pages	spa		University of Miami Libraries.  Cuban Heritage Collection	Theater Ephemera Collection	CHC5160		Box No. 1; Folder Title: Añorada Cuba (Miami, FL) 1959-					axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5160000004																					2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2308	2308	2309.cpd	/theater/image/2309.cpd
Page 1							Cantelli																																										chc5160000190	chc51600001900001001			Text	image/tiff							54578300 Bytes	3473	5236	3397010140	RGB	8	600	chc51600001900001001.tif		2011-11-08	2011-11-08	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2309	2309	2310.jp2	/theater/image/2310.jp2
Page 2																																																	chc5160000190	chc51600001900002001			Text	image/tiff							53750920 Bytes	3431	5220	1421872859	RGB	8	600	chc51600001900002001.tif		2011-11-08	2011-11-08	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2310	2310	2311.jp2	/theater/image/2311.jp2
Page 3																																																	chc5160000190	chc51600001900003001			Text	image/tiff							54608928 Bytes	3479	5230	2396835411	RGB	8	600	chc51600001900003001.tif		2011-11-08	2011-11-08	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2311	2311	2312.jp2	/theater/image/2312.jp2
Page 4																																																	chc5160000190	chc51600001900004001			Text	image/tiff							54273956 Bytes	3465	5219	2579026845	RGB	8	600	chc51600001900004001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2312	2312	2313.jp2	/theater/image/2313.jp2
Page 5																																																	chc5160000190	chc51600001900005001			Text	image/tiff							53842764 Bytes	3425	5238	356085716	RGB	8	600	chc51600001900005001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2313	2313	2314.jp2	/theater/image/2314.jp2
Page 6																																																	chc5160000190	chc51600001900006001			Text	image/tiff							107990468 Bytes	6820	5277	1436374176	RGB	8	600	chc51600001900006001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2314	2314	2315.jp2	/theater/image/2315.jp2
Page 7																																																	chc5160000190	chc51600001900007001			Text	image/tiff							54726176 Bytes	3466	5261	3753721746	RGB	8	600	chc51600001900007001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2315	2315	2316.jp2	/theater/image/2316.jp2
Page 8																																																	chc5160000190	chc51600001900008001			Text	image/tiff							55342844 Bytes	3499	5270	185404533	RGB	8	600	chc51600001900008001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2316	2316	2317.jp2	/theater/image/2317.jp2
Page 9																																																	chc5160000190	chc51600001900009001			Text	image/tiff							54168448 Bytes	3451	5230	2627680868	RGB	8	600	chc51600001900009001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2317	2317	2318.jp2	/theater/image/2318.jp2
Page 10																																																	chc5160000190	chc51600001900010001			Text	image/tiff							54128864 Bytes	3459	5214	618752313	RGB	8	600	chc51600001900010001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2318	2318	2319.jp2	/theater/image/2319.jp2
Page 11																																																	chc5160000190	chc51600001900011001			Text	image/tiff							54602828 Bytes	3453	5269	3562827316	RGB	8	600	chc51600001900011001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2319	2319	2320.jp2	/theater/image/2320.jp2
Program for the production "Las Leandras" (The Leandras)				Las Leandras																	Produced by Marta Pérez, Pili de la Rosa and Demetrio	Theatrical Productions -- Miami (Florida)	Theater programs;			1977-08-27	1970-1980	Miami (Florida)			1 program, 11 pages	spa		University of Miami Libraries.  Cuban Heritage Collection	Theater Ephemera Collection	CHC5160		Box No. 3; Folder Title: Sociedad Pro-Arte Grateli (Miami, FL): Programs, 1969-1979					axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5160000190																					2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2320	2320	2321.cpd	/theater/image/2321.cpd
Page 1																																																	chc5160000101	chc51600001010001001			Text	image/tiff							53970588 Bytes	3420	5258	4278795347	RGB	8	600	chc51600001010001001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2321	2321	2322.jp2	/theater/image/2322.jp2
Page 2																																																	chc5160000101	chc51600001010002001			Text	image/tiff							53010180 Bytes	3402	5192	641716773	RGB	8	600	chc51600001010002001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2322	2322	2323.jp2	/theater/image/2323.jp2
Page 3																																																	chc5160000101	chc51600001010003001			Text	image/tiff							53852840 Bytes	3450	5201	1072319370	RGB	8	600	chc51600001010003001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2323	2323	2324.jp2	/theater/image/2324.jp2
Page 4																																																	chc5160000101	chc51600001010004001			Text	image/tiff							55459188 Bytes	3502	5277	3406940515	RGB	8	600	chc51600001010004001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2324	2324	2325.jp2	/theater/image/2325.jp2
Program for the production "El león dormido" (The sleeping lion)				El león dormido																	Directed by Teresa María Rojas	Theatrical Productions -- Miami (Florida)	Theater programs;			1974-04-13	1970-1980	Miami (Florida)			1 program, 4 pages	spa		University of Miami Libraries.  Cuban Heritage Collection	Theater Ephemera Collection	CHC5160		Box No. 2; Folder Title: Prometeo Miami-Dade Community College (Miami, FL): Programs, n.d., 1974-1977, 1993-1997, 2004-2008, Folder 3 of 3					axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5160000101																					2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2325	2325	2326.cpd	/theater/image/2326.cpd
Page 1																																																	chc5160000060	chc51600000600001001			Text	image/tiff							54953968 Bytes	3459	5294	151181289	RGB	8	600	chc51600000600001001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2326	2326	2327.jp2	/theater/image/2327.jp2
Page 2																																																	chc5160000060	chc51600000600002001			Text	image/tiff							53700448 Bytes	3411	5246	152509815	RGB	8	600	chc51600000600002001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2327	2327	2328.jp2	/theater/image/2328.jp2
Playbill for the production, "La liberación femenina" (Women's liberation)				La liberación femenina																	Directed by Leopoldo Fernández	Theatrical Productions -- Miami (Florida)	Playbills			1979	1970-1980	Miami (Florida)			1 playbill	spa		University of Miami Libraries.  Cuban Heritage Collection	Theater Ephemera Collection	CHC5160		Box No. 1; Folder Title: Leopoldo Fernández (Pototo) y su Compañía (Miami, FL): Programs, 1979											chc5160000060																					2011-11-08	2011-11-08	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2328	2328	2329.cpd	/theater/image/2329.cpd
Page 1																																																	chc5160000093	chc51600000930001001			Text	image/tiff							108206388 Bytes	5355	6734	3349000586	RGB	8	600	chc51600000930001001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2329	2329	2330.jp2	/theater/image/2330.jp2
Page 2																																																	chc5160000093	chc51600000930002001			Text	image/tiff							105720504 Bytes	5226	6742	2400002793	RGB	8	600	chc51600000930002001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2330	2330	2331.jp2	/theater/image/2331.jp2
Page 3																																																	chc5160000093	chc51600000930003001			Text	image/tiff							106644296 Bytes	5259	6758	2048398272	RGB	8	600	chc51600000930003001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2331	2331	2332.jp2	/theater/image/2332.jp2
Page 4																																																	chc5160000093	chc51600000930004001			Text	image/tiff							105196120 Bytes	5231	6702	3201471874	RGB	8	600	chc51600000930004001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2332	2332	2333.jp2	/theater/image/2333.jp2
