Title	Translated Title	Photographer	Contributor	Summary	Note	Subject	Theme	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Digital ID	Type	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	Full resolution	CONTENTdm file path
Teller windows, Banco Nacional de Cuba					Embossed stamp on recto: "Library of Manuel R. Bustamante"(donor). Written on verso: "Tesorería de la R. de Cuba Havana." Notation by Manuel R. Bustamante (donor) affixed on verso: "Interior del Banco Nacional de Cuba en Obispo y Cuba que al quebrar cuando el crak bancario en el año 1920, pasó a poder del Estado, que instaló en él la Secretaría de Hacienda, después Ministerio de Hacienda."	Banks and banking  -- Cuba; Bank tellers; Banco Nacional de Cuba; Havana (Cuba)		Photographs			1910-1930	Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 19; Folder Title: Banks: Banco Nacional de Cuba.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170001260001001	Image	image/tiff	Epson	Photoshop		315.13 KB	958	768	0xA9DD325C		24 bit	600 dpi	50170001260001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1641	1641	1392.jpg	chc50178\50170001260001001.tif	/chc5017/image/1392.jpg
River at San Diego de los Baños, Pinar del Río, Cuba					Written on front: "San Diego de los Baños", "1433." Photograph of the American Photo Co., Havana.	Rivers -- Cuba -- Pinar del Río; San Diego de los Baños (Pinar del Río, Cuba); Pinar del Río (Cuba);		Photographs				Pinar del Río (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 3; Folder No. 2; Folder Title: San Diego de los Ba����os.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170005190001001	Image	image/tiff	Epson	Photoshop		359.457 KB	960	768	0x483DFD64		24 bit	600 dpi	50170005190001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1642	1642	1779.jpg	chc501710\50170005190001001.tif	/chc5017/image/1779.jpg
Custom House Wharfs		Blain, G.			Written on recto: "169. Custom House Wharfs." Notation by Manuel R. Bustamante (donor) affixed on verso: "Muelle de Paula donde atracaban las goletas." Stamp on verso: "G. Blain. Obrapia 48."	Piers -- Cuba; Wharves; Sailboats -- Cuban -- Havana; Shipping -- Cuba; Customhouses; Havana (Cuba)		Photographs			1910-1930	Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 2; Folder No. 4; Folder Title: Piers & Wharves, n.d., 1900s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170002990001001	Image	image/tiff	Epson	Photoshop		358.651 KB	1023	765	0x32AC1E22		24 bit	600 dpi	50170002990001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1643	1643	1562.jpg	chc50179\50170002990001001.tif	/chc5017/image/1562.jpg
Cutting shade tobacco, Pinar del Río					Written on front: "8020. Cutting Shade tobacco. Pinar del Río, Cuba."	Tobacco -- Cuba; Tobacco industry -- Cuba; Plantations -- Cuba; Plantation workers; Pinar del Río (Cuba : Province)		Photographs				Pinar del Río (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series IV: Provinces, n.d., 1906-1920s.	Box No. 3; Folder No. 19; Folder Title: Pinar del Río (Province), n.d., 1910s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170006010001001	Image	image/tiff	Epson	Photoshop		364.65 KB	964	768	0x4F538AD8		24 bit	600 dpi	50170006010001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1644	1644	1861.jpg	chc501710\50170006010001001.tif	/chc5017/image/1861.jpg
Altar of the Church of Our Lady of Carmen, Havana					Written on verso: "Altar mayor de la iglesia de Nuestra Señora del Carmen en Infanta y Neptuno"	Havana (Cuba) -- Churches; Altars -- Cuba; Havana (Cuba)		Photographs			1910-1930	Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No.: 1 Folder No.: 24 Folder Title: Churches, n.d., 1900s-1960s 1999.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170001430001001	Image	image/tiff	Epson	Photoshop		191.316 KB	561	768	0xA888D91D		24 bit	600 dpi	50170001430001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1645	1645	1407.jpg	chc50178\50170001430001001.tif	/chc5017/image/1407.jpg
Coastwise trade, Havana					Written on front: "1284", "Coastwise trade Havana." Written on verso: "Muelles de Paula, Havana."	Piers -- Cuba; Wharves; Docks; Ships -- Cuba; Carriages and carts -- Cuba -- Havana; Havana (Cuba)		Photographs			1910-1930	Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 2; Folder No. 4; Folder Title: Piers & Wharves, n.d. 1900s-1920s	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170002980001001	Image	image/tiff	Epson	Photoshop		304.045 KB	1023	720	0xDFA783C4		24 bit	600 dpi	50170002980001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1646	1646	1561.jpg	chc50179\50170002980001001.tif	/chc5017/image/1561.jpg
Municipality of Mariel, Artemisa Province						Mariel (Cuba); Artemisa (Cuba);		Cityscape photographs		1923	1920-1930	Artemisa (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 49; Folder Title: Mariel, n.d., 1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170004860001001	Image	image/tiff	Epson	Photoshop		344.006 KB	959	768	0x8D4A09AC		24 bit	600 dpi	50170004860001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1647	1647	1747.jpg	chc501710\50170004860001001.tif	/chc5017/image/1747.jpg
Palace of Captain Generals under Spanish colonial rule, Havana					The building in this photograph was the Palace of the Captain Generals under Spanish colonial rule. Written on verso: "Palacio Presidencial en tiempo de Don Tomás Estrada Palma (Palacio de los Capitanes Generales)"	Palacio Presidencial (Havana, Cuba); Official residences -- Cuba; Havana (Cuba)		Photographs			1910-1930	Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 2; Folder No. 1; Folder Title: Official Residences: Palacio Presidencial, n.d., 1900s-1930s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170002710001001	Image	image/tiff	Epson	Photoshop		345.106 KB	982	768	0x7C865B9C		24 bit	600 dpi	50170002710001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1648	1648	1534.jpg	chc50179\50170002710001001.tif	/chc5017/image/1534.jpg
Horse-drawn plow, Cuba					Written on verso: "Used July 1923." This image appeared in Munson Steamship Line's "The Cuba Review and Bulletin" on page 7 in June 1905 with the following caption: "This scene is what he sees very often now, handsome teams and modern machinery, that do things with the soil, undreamt of by him."	Agriculture -- Cuba; Plows; Horses; Horse-drawn vehicles;		Photographs		1905-06	1900-1910	Cuba	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series I: Subject Files, n.d., 1890s-1990s (bulk dates 1900s-1930s).	Box No. 1; Folder No. 2; Folder Title: Agriculture, n.d., 1905-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170000130001001	Image	image/tiff	Epson	Photoshop		524.601 KB	1022	749	0xDD91B967		24 bit	600 dpi	50170000130001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1649	1649	1283.jpg	chc50178\50170000130001001.tif	/chc5017/image/1283.jpg
Fortaleza San Pedro de la Roca, Santiago de Cuba	San Pedro de la Roca Fortress, Santiago de Cuba					San Pedro de la Roca (Santiago de Cuba, Cuba); Fortification -- Cuba; Santiago de Cuba (Cuba)		Photographs			1900-1920	Santiago de Cuba (Cuba)	1 b&w photograph	spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 3; Folder No. 7; Folder Title: Santiago de Cuba: Castillo del Morro.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170005390001001	Image	image/tiff	Epson	Photoshop		210.247 KB	612	768	0x73DDE6E1		24 bit	600 dpi	50170005390001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1650	1650	1799.jpg	chc501710\50170005390001001.tif	/chc5017/image/1799.jpg
Plowing at Campo Florido, Havana Province, Cuba					Written on verso: "Tractor Fordson - Arado Oliver 2 discos."	Plows; Plowing; Havana (Cuba : Province)		Photographs		1919	1910-1920	Havana (Cuba : Province)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 23; Folder Title: Campo Florido, 1919.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170004180001001	Image	image/tiff	Epson	Photoshop		236.826 KB	1023	638	0xBA1856		24 bit	600 dpi	50170004180001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1651	1651	1679.jpg	chc50179\50170004180001001.tif	/chc5017/image/1679.jpg
Monument, McCalla Hill, U.S. Naval Station					Written on front: "236." Notation by Manuel R. Bustamante (donor) affixed on verso: "Monumento conmemorativo en la Base de Guantánamo."	Monuments -- Cuba; Memorials -- Cuba; Guantánamo (Cuba)		Photographs			1900-1920	Guantánamo (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 38; Folder Title: Guantánamo.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170004580001001	Image	image/tiff	Epson	Photoshop		345.723 KB	968	768	0xB3F9D750		24 bit	600 dpi	50170004580001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1652	1652	1719.jpg	chc501710\50170004580001001.tif	/chc5017/image/1719.jpg
Market in Guantánamo						Markets -- Cuba; Marketplaces;  Streets -- Cuba; Guantánamo (Cuba)		Photographs			1900-1920	Guantánamo (Cuba)	1 b&w photographic postcard	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 38; Folder Title: Guantánamo.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170004560001001	Image	image/tiff	Epson	Photoshop		306.085 KB	1023	648	0x22C05C81		24 bit	600 dpi	50170004560001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1653	1653	1717.jpg	chc501710\50170004560001001.tif	/chc5017/image/1717.jpg
American colonists' home in La Gloria, Camagüey, Cuba					Written on verso: "American colonists home."	Dwellings -- Cuba; Colonists; American; La Gloria (Camagüey, Cuba)		Photographs			1900-1920	Camagüey (Cuba)	1 b&w photographic postcard	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 35; Folder Title: La Gloria, n.d., 1910s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170004420001001	Image	image/tiff	Epson	Photoshop		268.065 KB	1023	648	0xE72AF223		24 bit	600 dpi	50170004420001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1654	1654	1703.jpg	chc50179\50170004420001001.tif	/chc5017/image/1703.jpg
Castillo de la Real Fuerza, Havana					Written on verso: "Used Sept 1926." Probably used by the Munson Steamship Line in their publication, The Cuba Review.	Fortification -- Cuba -- Havana; Castillo de la Real Fuerza (Havana, Cuba); Castles; Havana (Cuba)		Photographs		1926-09	1920-1930	Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 31; Folder Title: Forts and Fortifications: Castillo de la Fuerza,  n.d., 1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170001950001001	Image	image/tiff	Epson	Photoshop		254.957 KB	975	768	0xCFE61217		24 bit	600 dpi	50170001950001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1655	1655	1458.jpg	chc50178\50170001950001001.tif	/chc5017/image/1458.jpg
Typical house in Camagüey, Cuba					Written on front: "No. 15". Written on verso: "1926 Oct Cover." Probably used by the Munson Steamship Line in their publication, The Cuba Review.	Dwellings -- Cuba; Camagüey (Cuba)		Photographs			1900-1920	Camagüey (Cuba)	1 b&w photographic postcard	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 21; Folder Title: Camagüey, n.d., 1910s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170003820001001	Image	image/tiff	Epson	Photoshop		161.362 KB	496	768	0x3E0A4ACB		24 bit	600 dpi	50170003820001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1656	1656	1643.jpg	chc50179\50170003820001001.tif	/chc5017/image/1643.jpg
Statue of Christopher Columbus on the patio of the Presidential Palace, Havana					Written on verso: "Statue of C. Columbus removed from Colon park and erected in the patio of the Presidential Palace", "Frontispiece, Oct. 1924." Probably used by the Munson Steamship Line in their publication, The Cuba Review.	Columbus, Christopher; Monuments -- Cuba -- Havana; Memorials -- Cuba -- Havana; Statues; Palacio Presidencial (Havana, Cuba); Havana (Cuba)		Photographs		1924-10	1920-1930	Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 39; Folder Title: Monuments, n.d., 1910s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170003350001001	Image	image/tiff	Epson	Photoshop		234.282 KB	600	768	0xA8C368AC		24 bit	600 dpi	50170003350001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1657	1657	1597.jpg	chc50179\50170003350001001.tif	/chc5017/image/1597.jpg
Royal Bank of Canada, Camagüey					Written on recto: "No. 84." Written on verso: "The Royal Bank of Canada Bldg, Camagüey"	Bank of Canada; Royal Bank of Canada; Camagüey (Cuba)		Photographs			1900-1920	Camagüey (Cuba)	1 b&w photographic postcard	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 21; Folder Title: Camagüey, n.d., 1910s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170003800001001	Image	image/tiff	Epson	Photoshop		205.258 KB	1023	661	0x73412879		24 bit	600 dpi	50170003800001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1658	1658	1641.jpg	chc50179\50170003800001001.tif	/chc5017/image/1641.jpg
View of Pinar del Río, Cuba					Written on recto: "Pinar del Río"	Agriculture; Pinar del Río (Cuba : Province)		Landscape photographs				Pinar del Río (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series IV: Provinces, n.d., 1906-1920s.	Box No. 3; Folder No. 19; Folder Title: Pinar del Río (Province), n.d., 1910s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170006040001001	Image	image/tiff	Epson	Photoshop		259.293 KB	1022	724	0xFF55D336		24 bit	600 dpi	50170006040001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1659	1659	1864.jpg	chc501710\50170006040001001.tif	/chc5017/image/1864.jpg
Columbus Memorial Church, Havana						Memorials -- Cuba -- Havana; Monuments -- Cuba; Columbus, Christopher; Churches -- Cuba -- Havana; Havana (Cuba);		Photographs			1910-1930	Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 40 Folder Title: Monuments: El Templete.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170002470001001	Image	image/tiff	Epson	Photoshop		407.332 KB	1023	741	0x9A085146		24 bit	600 dpi	50170002470001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1660	1660	1510.jpg	chc50179\50170002470001001.tif	/chc5017/image/1510.jpg
