Title	Translated Title	Creator	Contributor	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Full Text	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 2																											asm0656000173						asm06560001730002001	image/tiff	96599656 Bytes	4974	6472	241330868	RGB	8	600	asm06560001730002001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/757	757	758.jp2	/asm0656/image/758.jp2
Page 3																											asm0656000173						asm06560001730003001	image/tiff	96670364 Bytes	4974	6477	3010876477	RGB	8	600	asm06560001730003001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/758	758	759.jp2	/asm0656/image/759.jp2
Page 4																											asm0656000173						asm06560001730004001	image/tiff	96263716 Bytes	4953	6477	1966650527	RGB	8	600	asm06560001730004001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/759	759	760.jp2	/asm0656/image/760.jp2
Page 5																											asm0656000173						asm06560001730005001	image/tiff	96602596 Bytes	4972	6475	3005727897	RGB	8	600	asm06560001730005001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/760	760	761.jp2	/asm0656/image/761.jp2
Page 6																											asm0656000173						asm06560001730006001	image/tiff	96406368 Bytes	4961	6476	794817583	RGB	8	600	asm06560001730006001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/761	761	762.jp2	/asm0656/image/762.jp2
Page 7																											asm0656000173						asm06560001730007001	image/tiff	97537004 Bytes	5020	6475	2982256693	RGB	8	600	asm06560001730007001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/762	762	763.jp2	/asm0656/image/763.jp2
Page 8																											asm0656000173						asm06560001730008001	image/tiff	96792596 Bytes	4988	6467	3863993205	RGB	8	600	asm06560001730008001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/763	763	764.jp2	/asm0656/image/764.jp2
Page 9																											asm0656000173						asm06560001730009001	image/tiff	97105280 Bytes	4991	6484	2201718745	RGB	8	600	asm06560001730009001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/764	764	765.jp2	/asm0656/image/765.jp2
Page 10																											asm0656000173						asm06560001730010001	image/tiff	96849488 Bytes	4990	6468	2347069419	RGB	8	600	asm06560001730010001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/765	765	766.jp2	/asm0656/image/766.jp2
Page 11																											asm0656000173						asm06560001730011001	image/tiff	97509436 Bytes	4991	6511	897066341	RGB	8	600	asm06560001730011001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/766	766	767.jp2	/asm0656/image/767.jp2
Conciliation and field services program						Samet, Seymour, 1912-; United States. Community Relations Service; Intergroup relations; Social action -- United States; Human rights -- United States; Civil rights -- United States -- History -- 20th century; United States -- Race relations; Social problems -- United States; Social justice -- United States	Documents		1968-01-11	1960-1970		1 document; 11 pages	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: D. U.S. Dept. of Justice, Community Relations Service	Box No. 11; Folder No. 3; Folder Title: Community Relations Service: Reports/Papers; Folder Date: 1967-1968, 1977-1989						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0656000173	Text	2012-10-28					image/tiff										2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/767	767	768.cpd	/asm0656/image/768.cpd
Page 1																											asm0656000162						asm06560001620001001	image/tiff	24347224 Bytes	2504	3238	4210911593	RGB	8	300	asm06560001620001001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/768	768	769.jp2	/asm0656/image/769.jp2
Page 2																											asm0656000162						asm06560001620002001	image/tiff	23631168 Bytes	2447	3216	1083971298	RGB	8	300	asm06560001620002001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/769	769	770.jp2	/asm0656/image/770.jp2
Page 3																											asm0656000162						asm06560001620003001	image/tiff	24295012 Bytes	2498	3237	530981106	RGB	8	300	asm06560001620003001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/770	770	771.jp2	/asm0656/image/771.jp2
Page 4																											asm0656000162						asm06560001620004001	image/tiff	24595632 Bytes	2505	3270	2288866408	RGB	8	300	asm06560001620004001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/771	771	772.jp2	/asm0656/image/772.jp2
Page 5																											asm0656000162						asm06560001620005001	image/tiff	23835124 Bytes	2456	3232	2232318682	RGB	8	300	asm06560001620005001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/772	772	773.jp2	/asm0656/image/773.jp2
Page 6																											asm0656000162						asm06560001620006001	image/tiff	24368448 Bytes	2511	3232	1017815237	RGB	8	300	asm06560001620006001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/773	773	774.jp2	/asm0656/image/774.jp2
Page 7																											asm0656000162						asm06560001620007001	image/tiff	24451992 Bytes	2501	3256	3940061453	RGB	8	300	asm06560001620007001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/774	774	775.jp2	/asm0656/image/775.jp2
Page 8																											asm0656000162						asm06560001620008001	image/tiff	24162376 Bytes	2486	3237	272000681	RGB	8	300	asm06560001620008001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/775	775	776.jp2	/asm0656/image/776.jp2
Resume of events as taken from U.S. newspapers, August 7-14, 1964						Samet, Seymour, 1912-; United States. Community Relations Service; Intergroup relations; Social action -- United States; Human rights -- United States; Civil rights -- United States -- History -- 20th century; United States -- Race relations	Documents		1964-08	1960-1970		1 document; 8 pages	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: D. U.S. Dept. of Justice, Community Relations Service	Box No. 11; Folder No. 2; Folder Title: Community Relations Service: Reports/Papers; Folder Date: 1964-1966						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0656000162	Text	2012-10-28					image/tiff										2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/776	776	777.cpd	/asm0656/image/777.cpd
Page 1																											asm0656000177						asm06560001770001001	image/tiff	48835172 Bytes	3269	4977	1142559891	RGB	8	600	asm06560001770001001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/777	777	778.jp2	/asm0656/image/778.jp2
Page 2																											asm0656000177						asm06560001770002001	image/tiff	96533244 Bytes	4989	6448	1873744945	RGB	8	600	asm06560001770002001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/778	778	779.jp2	/asm0656/image/779.jp2
Page 3																											asm0656000177						asm06560001770003001	image/tiff	96535244 Bytes	5022	6406	669353608	RGB	8	600	asm06560001770003001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/779	779	780.jp2	/asm0656/image/780.jp2
Page 4																											asm0656000177						asm06560001770004001	image/tiff	95747140 Bytes	4988	6397	1858622743	RGB	8	600	asm06560001770004001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/780	780	781.jp2	/asm0656/image/781.jp2
Page 5																											asm0656000177						asm06560001770005001	image/tiff	94368600 Bytes	4958	6343	1506968746	RGB	8	600	asm06560001770005001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/781	781	782.jp2	/asm0656/image/782.jp2
Page 6																											asm0656000177						asm06560001770006001	image/tiff	95633732 Bytes	4979	6401	1646622286	RGB	8	600	asm06560001770006001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/782	782	783.jp2	/asm0656/image/783.jp2
Page 7																											asm0656000177						asm06560001770007001	image/tiff	95189072 Bytes	4969	6384	2272221504	RGB	8	600	asm06560001770007001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/783	783	784.jp2	/asm0656/image/784.jp2
Page 8																											asm0656000177						asm06560001770008001	image/tiff	95139748 Bytes	4961	6391	1498386659	RGB	8	600	asm06560001770008001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/784	784	785.jp2	/asm0656/image/785.jp2
Page 9																											asm0656000177						asm06560001770009001	image/tiff	95788124 Bytes	4991	6396	729645633	RGB	8	600	asm06560001770009001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/785	785	786.jp2	/asm0656/image/786.jp2
Urban watch					Includes routing/transmittal slip from Bert Levine to Seymour Samet, announcing the Urban Watch material, September 7, 1977	Samet, Seymour, 1912-; United States. Community Relations Service; Intergroup relations; Social action -- United States; Human rights -- United States; Civil rights -- United States -- History -- 20th century; United States -- Race relations; United States. National Advisory Commission on Civil Disorders; Urban violence	Correspondence; Documents		1977-09-07	1970-1980		1 memo (1 page); 1 document	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: D. U.S. Dept. of Justice, Community Relations Service	Box No. 11; Folder No. 3; Folder Title: Community Relations Service: Reports/Papers; Folder Date: 1967-1968, 1977-1989						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0656000177	Text	2012-10-28					image/tiff										2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/786	786	787.cpd	/asm0656/image/787.cpd
Page 1																											asm0656000222						asm06560002220001001	image/tiff	95858108 Bytes	4952	6451	1555165545	RGB	8	600	asm06560002220001001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/787	787	788.jp2	/asm0656/image/788.jp2
Page 2																											asm0656000222						asm06560002220002001	image/tiff	97037660 Bytes	4999	6469	2251728388	RGB	8	600	asm06560002220002001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/788	788	789.jp2	/asm0656/image/789.jp2
Page 3																											asm0656000222						asm06560002220003001	image/tiff	96373020 Bytes	4951	6487	874563048	RGB	8	600	asm06560002220003001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/789	789	790.jp2	/asm0656/image/790.jp2
Page 4																											asm0656000222						asm06560002220004001	image/tiff	97063436 Bytes	5029	6432	1366502565	RGB	8	600	asm06560002220004001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/790	790	791.jp2	/asm0656/image/791.jp2
Seymour Samet, U.S. Department of Justice, Community Relations Service memorandum to executive staff, November 15, 1966					Revised draft of the October 10 "Format for Case Conference"	Samet, Seymour, 1912-; Community Relations Service. United States Department of Justice; Intergroup relations; Social action -- United States; Human rights -- United States; Civil rights -- United States -- History -- 20th century; United States -- Race relations	Correspondence; Documents		1966-11-15	1960-1970	Washington (D.C.)	1 memorandum; 4 pages	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: D. U.S. Dept. of Justice, Community Relations Service	Box No. 11; Folder No. 6; Folder Title: Community Relations Service: Staff Training; Folder Date: 1966						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0656000222	Text	2012-10-28					image/tiff										2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/791	791	792.cpd	/asm0656/image/792.cpd
Page 1																											asm0656000159						asm06560001590001001	image/tiff	24796968 Bytes	2537	3255	4113881245	RGB	8	300	asm06560001590001001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/792	792	793.jp2	/asm0656/image/793.jp2
Page 2																											asm0656000159						asm06560001590002001	image/tiff	24723980 Bytes	2512	3278	1591686227	RGB	8	300	asm06560001590002001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/793	793	794.jp2	/asm0656/image/794.jp2
Summary of Community Relations Service (CRS) authority to use the services of individuals		Meisner, Alfred			Alfred Meisner, Deputy Assistant General Counsel	Samet, Seymour, 1912-; United States. Community Relations Service; Meisner, Alfred	Documents		1964-07-02	1960-1970		1 document; 2 pages	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: D. U.S. Dept. of Justice, Community Relations Service	Box No. 11; Folder No. 2; Folder Title: Community Relations Service: Reports/Papers; Folder Date: 1964-1966						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0656000159	Text	2012-10-28					image/tiff										2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/794	794	795.cpd	/asm0656/image/795.cpd
Page 1																											asm0656000210						asm06560002100001001	image/tiff	91698708 Bytes	5003	6108	826121961	RGB	8	600	asm06560002100001001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/795	795	796.jp2	/asm0656/image/796.jp2
Page 2																											asm0656000210						asm06560002100002001	image/tiff	97596088 Bytes	5003	6501	547257094	RGB	8	600	asm06560002100002001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/796	796	797.jp2	/asm0656/image/797.jp2
Seymour Samet, Florida Director, American Jewish Committee becomes special assistant to former Governor LeRoy Collins, Director of new Federal Commmunity Relations Service						Samet, Seymour, 1912-; United States. Community Relations Service; Intergroup relations; Social action -- United States; Human rights -- United States; Civil rights -- United States -- History -- 20th century; United States -- Race relations; Community Relations Service. United States Department of Commerce; Collins, LeRoy	Press releases		1964-10-23	1960-1970	Washington (D.C.)	1 press release; 2 pages	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: D. U.S. Dept. of Justice, Community Relations Service	Box No. 11; Folder No. 5; Folder Title: Community Relations Service: Press Releases/Clippings						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0656000210	Text	2012-10-28					image/tiff										2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/797	797	798.cpd	/asm0656/image/798.cpd
Page 1																											asm0656000164						asm06560001640001001	image/tiff	96249348 Bytes	4966	6459	3140015027	RGB	8	600	asm06560001640001001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/798	798	799.jp2	/asm0656/image/799.jp2
