Title	Photographer	Summary	Note	Subject	Genre	Publisher	Date	Coverage	State	County	City	Place	Physical Description	Repository	Collection Title	Collection No.	Series	Container	Copyright	Digital ID	Type	Format	Width	Height	Checksum	BitDepth	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Oceanside at the beautiful Netherland Hotel, Miami Beach, Florida		"On the beach at 14th Street - Miami Beach, 33139. Combining dignified charm with cordial friendliness. Delightfully air conditioned & steam heated thruout. Solarium - tropical gardens - swimming pool - ocean front terrace - televisions - one and two bedroom kitchenettes - entertainment - parking." --Caption on verso.	Located at or about 1320 Ocean Drive, the hotel was later renovated as an apartment building.	Netherland Hotel (Miami Beach, Fla.); Hotels; Art deco (Architecture); Art Deco Historic District (Miami Beach, Fla.); Seaside resorts; Beaches; Bathing suits; Suntan; Ocean Drive (Miami Beach, Fla.)	Postcards	Hampton Press, Inc.			Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001130001001	Still Image	image/tiff	516	768	0xE318A62D	24bit color	asm02990001130001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/758	758	705.jpg	/asm0299/image/705.jpg
Unique Plymouth Congregational Church, Coconut Grove, Miami, Florida		Plymouth Congregational Church draped in ivy and surrounded by bougainvilleas.	The Plymouth Congregational Church is located in the Coconut Grove area of Miami; it was completed in 1917.  On verso: Genuine Curteich-Chicago "C. T. Art-Colortone" post card. D. C. 234.	Plymouth Congregational Church (Miami, Fla.); Church buildings	Postcards	Gulf Stream Card and Distributing Co.; Curt Teich and Co.			Florida	Miami-Dade county		Coconut Grove	1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000210001001	Still Image	image/tiff	1022	690	0xCD20E9F0	24bit color	asm02990000210001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/759	759	614.jpg	/asm0299/image/614.jpg
Roney Plaza Hotel and Pancoast Lake docks, Miami Beach, Florida		View of the Roney from the water.	The Roney Palace hotel opened in January 1926 and was the first hotel on Miami Beach to offer cabanas, tennis, and a nine-hole golf course. 249.	Roney Plaza Hotel (Miami Beach, Fla.); Pancoast Lake (Fla.); Hotels; Boats and boating; Marinas	Postcards	Colourpicture Publishers, Inc.			Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001290001001	Still Image	image/tiff	1022	684	0x41A80CD4	24bit color	asm02990001290001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/760	760	721.jpg	/asm0299/image/721.jpg
The Seasons Apartment-Hotel		"In the fasionable Fifties. Adjacent to the Fontainebleau, Eden Roc and Doral Beach! On the Ocean at 50th Street, Miami Beach, Florida." --Caption on verso.	Inscription on verso. Postmark: May 1969.	Seasons Apartment-Hotel (Miami Beach, Fla.); Hotels; Apartment houses; Seaside resorts; Seaside architecture	Postcards;Aerial views	Colourpicture Publishers, Inc.		1960s	Florida	Miami Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001390001001	Still Image	image/tiff	1023	664	0x187652F6	24bit color	asm02990001390001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/761	761	731.jpg	/asm0299/image/731.jpg
Star and Venetian Islands, made by man, Miami, Florida		Aerial view of these famous artificial islands. The dredging of Biscayne Bay was a project undertaken by entrepreneur Carl Fisher.	Inscription on verso. Postmark: Feb 1924. A-93780.	Islands	Postcards;Aerial views	J. N. Chamberlain; Curt Teich and Co.		1920s	Florida	Miami-Dade county	Miami		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001680001001	Still Image	image/tiff	1023	689	0x20042910	24bit color	asm02990001680001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/762	762	760.jpg	/asm0299/image/760.jpg
Home of Wm. Jennings Bryan, Miami, Florida		William Jennings Bryan, his dog, and a golden birdcage are to be seen in the front yard of his mansion in Coconut Grove.	William Jennings Bryan moved to Miami with his wife around 1912 and established his home in Coconut Grove around 1921. The house was called Villa Serena and was located on Brickell Avenue. Inscription on verso. C. T. American Art. R-84634.	Bryan, William Jennings, 1860-1925 -- Homes and haunts; Architecture, Domestic	Postcards	J. N. Chamberlain; Curt Teich and Co.	1921	1920s	Florida	Miami-Dade county	Miami	Coconut Grove	1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000290001001	Still Image	image/tiff	1022	688	0xAABDBD18	24bit color	asm02990000290001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/763	763	622.jpg	/asm0299/image/622.jpg
The Blackstone of Miami Beach, Florida		A 13-story hotel built in 1929 and located at 800 Washington Avenue. The architect was D. Kingstone Hall.  "The Blackstone, outstanding among the fine hotels of Miami Beach, surrounded by its tropical gardens, is a delightful place for a winter vacation. 200 yards from ocean." --Caption on verso.	Renovation was undertaken by Santos/Raimundez Architects and the high-rise later became a low income housing property. Inscription on verso. "C. T. Photo-Colorit made only by Curt Teich & Co., Inc., Chicago."  Postmark: Jan 18, 1939. 2A-H1019.	Blackstone Hotel (Miami Beach, Fla.); Hotels; Art deco (Architecture)	Postcards	Curt Teich and Co.		1930s	Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000460001001	Still Image	image/tiff	1022	690	0x49D059A1	24bit color	asm02990000460001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/764	764	639.jpg	/asm0299/image/639.jpg
Looking North on Collins Avenue from 37th Street, showing fashionable hotels of Miami Beach, Florida.		View of the Caribbean, the President Madison, the Cadillac, the Hyde Park, and other hotels, with cars parked along the street and rows of royal palms.	The Caribbean (at 3737 Collins Avenue) was built in 1939; a mid-rise beachside hotel renovated as the Howard Johnson Plaza-Caribbean in 2001. The President Madison (at 3801 Collins) was designed by architect Richard Kiehnel. The Cadillac (at 3925 Collins) was built in 1940 and known as the Cadillac Hotel Miami Beach, it was renovated as the Courtyard Oceanfront by Marriott; this 14-story hotel reopened in early 2004 after a complete renovation designed to restore its original style and architecture. 489. 79250.	Caribbean Hotel (Miami Beach, Fla.); President Madison Hotel (Miami Beach, Fla.); Cadillac Hotel (Miami Beach, Fla.); Hyde Park Hotel (Miami Beach, Fla.); Hotels; Art deco (Architecture); Collins Avenue (Miami Beach, Fla.)	Postcards	Miami Post Card Co.; Tichnor Bros., Inc.			Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000560001001	Still Image	image/tiff	1023	679	0xAE03745E	24bit color	asm02990000560001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/766	766	649.jpg	/asm0299/image/649.jpg
Florida homes on the waterfront	O'Brien, Helen	A man feeds the seagulls on a neighborhood pier. "An idyll of perfect living with lovely homes, elegant palms, small yachts and heavenly blue waters in this beautiful scene of the Southland." --Caption on verso.	S-54270.	Architecture, Domestic; Marinas; Boats and boating	Postcards	Dexter Press, Inc.			Florida				1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 1, Folder Title: Florida.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002170001001	Still Image	image/tiff	1022	656	0x462CFC28	24bit color	asm02990002170001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/767	767	807.jpg	/asm0299/image/807.jpg
Aerial view of the University of Miami, Coral Gables, Florida		Aerial view of the University of Miami, Coral Gables campus. In the center are the school's Olympic-sized swimming pool and Lake Osceola.	76-20.	University of Miami	Postcards;Aerial views	Murphy Bros. Press			Florida	Miami-Dade county	Coral Gables		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  I University of Miami	Box No.: 1, Folder Title: Aerial View: Main Campus.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002200001001	Still Image	image/tiff	1022	660	0x7D6BE5BD	24bit color	asm02990002200001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/768	768	809.jpg	/asm0299/image/809.jpg
The Roney Plaza Hotel, Miami Beach, Fla.		An aerial view of the Roney Plaza Hotel, with its cabanas, pool, palms, and beach.	Inscription on verso. Postmark: Jan 17, 1938. 99.	Roney Plaza Hotel (Miami Beach, Fla.); Hotels; Seaside resorts; Collins Avenue (Miami Beach, Fla.)	Postcards;Aerial views	J. B. Sommers		1930s	Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001270001001	Still Image	image/tiff	1023	676	0x4CD7203B	24bit color	asm02990001270001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/769	769	719.jpg	/asm0299/image/719.jpg
Flamingo Hotel, Miami Beach, Florida	Romer, Gleason Waite, 1887-1971	Sunbathers enjoy the grounds of the Flamingo Hotel, Miami Beach.	M-268.	Flamingo Hotel (Miami Beach, Fla.); Hotels; Suntan	Postcards				Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000750001001	Still Image	image/tiff	1022	690	0x238532B0	24bit color	asm02990000750001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/770	770	668.jpg	/asm0299/image/668.jpg
The Cadillac Hotel		"The Cadillac Hotel, oceanfront - 39th to 40th Streets - Miami Beach, Florida. 100% air conditioned. Block-long Private Beach - Olympic Swimming Pool - Cabana Club - Fleetwood Dining Room - Coffee Shop - Golden "V" Cocktail Lounge - Eldorado Supper Club. Pleasure capital of Miami Beach." --Caption on verso.	The 14-story hotel was built in 1940 and, after renovation in 2003, its name was changed to Courtyard Oceanfront.  Address: 3925 Collins Avenue. On verso: "Plastichrome by Colourpicture Publishers, Inc., Boston 15, Mass., U.S.A." P32500.	Cadillac Hotel (Miami Beach, Fla.); Hotels; Seaside resorts; Seaside architecture; Beaches; Swimming pools	Postcards;Aerial views	Colourpicture Publishers, Inc.			Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000480001001	Still Image	image/tiff	501	768	0xBA30A9A2	24bit color	asm02990000480001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/771	771	641.jpg	/asm0299/image/641.jpg
Golf and Country Club, Coral Gables, Miami, Florida		View of the Coral Gables Country Club and the Granada Golf Course, the oldest 9-hole course in Florida.		Coral Gables Country Club; Granada Golf Course (Coral Gables, Fla.); Country clubs; Golf resorts	Postcards				Florida	Miami-Dade county	Coral Gables		1 postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 1, Folder Title: Coral Gables.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002250001001	Still Image	image/tiff	486	768	0x2E8E21CE	24bit color	asm02990002250001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/772	772	814.jpg	/asm0299/image/814.jpg
The Columbus, Miami, Florida		"The Columbus, Miami's finest Bayfront Hotel, Miami, Florida, overlooking Biscayne Bay and the Atlantic Ocean. Open all year."--Caption on verso.	During World War II, the U.S. Navy assigned some officers to the rooms in the Columbus as Bachelor Officers' Quarters. In or before 1956, the Columbus, at 312 N.E. 1st Street, Miami, had its entire top floor revamped into a dine, dance and drink spot, called the Top O' The Columbus, with a magnificent view of Miami Biscayne Bay and Miami Beach. Later the property was razed and replaced by a strip mall.  Inscription on verso. Postmark: Aug. 22, 19[42 or 48] "Genuine Curteich-Chicago" C.T. Art-Colortone" post card."	Columbus Hotel (Miami, Fla.); Hotels	Postcards	Curt Teich and Co.		1940s	Florida	Miami-Dade county	Miami		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000590001001	Still Image	image/tiff	502	768	0xE175F945	24bit color	asm02990000590001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/773	773	652.jpg	/asm0299/image/652.jpg
Patio view, Solana Hotel, Coral Gables, Florida		View of the Solana Hotel at 116 Alhambra Circle.	"Centrally located - Tropical surrounding - Spanish architecture - Large patio - Sun deck - T.V. lounge - Between two race tracks - Beaches and golf courses. Close to Miami - yet far enough to enjoy comfort and rest. Open year round." --Caption on verso. K8256.	Solana Hotel (Coral Gables, Fla.); Hotels	Postcards	Colourpicture Publishers, Inc.			Florida	Miami-Dade county	Coral Gables		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 1, Folder Title: Coral Gables.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002300001001	Still Image	image/tiff	1023	661	0xBF2472DF	24bit color	asm02990002300001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/774	774	819.jpg	/asm0299/image/819.jpg
